,Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z
22630,635.045,17.0,0.4,-1.0,2.2,2.3,2.6
22631,635.07,18.4,-1.3,-0.1,2.4,2.6,2.8
22632,635.095,13.8,-0.3,0.2,1.6,1.7,1.8
22633,635.12,10.6,2.0,-3.4,1.2,1.2,1.6
22634,635.145,16.0,0.2,-0.4,2.0,2.1,2.3
22635,635.17,16.5,0.3,0.5,2.1,2.2,2.3
22636,635.195,16.5,0.3,-0.3,2.1,2.2,2.4
22637,635.22,16.5,0.3,-1.1,2.1,2.2,2.5
22638,635.295,17.9,0.6,-0.1,2.4,2.5,2.7
22639,635.32,17.9,0.6,-0.8,2.4,2.5,2.8
22640,635.345,19.2,0.8,0.0,2.7,2.8,3.0
22641,635.37,16.5,0.3,-1.1,2.1,2.2,2.5
22642,635.395,15.5,0.1,0.4,1.9,2.0,2.1
22643,635.42,15.5,0.1,-0.4,1.9,2.0,2.2
22644,635.445,16.0,0.2,-0.4,2.0,2.1,2.3
22645,635.47,16.5,2.5,-0.3,2.2,2.2,2.4
22646,635.495,15.5,0.1,-0.4,1.9,2.0,2.2
22647,635.52,13.2,-0.5,-0.8,1.5,1.6,1.8
22648,635.545,9.8,2.0,-3.7,1.1,1.1,1.5
22649,635.57,16.5,0.3,-0.3,2.1,2.2,2.4
22650,635.595,18.8,0.8,-0.7,2.6,2.7,3.0
22651,635.62,18.4,0.7,0.7,2.5,2.6,2.7
22652,635.645,17.9,0.6,-0.1,2.4,2.5,2.7
22653,635.67,19.2,0.8,0.7,2.7,2.8,2.9
22654,635.695,17.9,0.6,-0.1,2.4,2.5,2.7
22655,635.72,17.5,0.5,-0.2,2.3,2.4,2.6
22656,635.745,17.9,0.6,-0.8,2.4,2.5,2.8
22657,635.92,22.3,-0.2,2.2,3.4,3.6,3.5
22658,635.945,17.5,0.5,1.4,2.3,2.4,2.4
22659,635.97,16.0,0.2,2.2,2.0,2.1,2.0
22660,636.02,25.9,0.6,2.7,4.5,4.7,4.5
22661,636.045,17.5,0.5,-0.9,2.3,2.4,2.7
22662,636.07,16.0,0.2,2.2,2.0,2.1,2.0
22663,636.095,16.5,0.3,-0.3,2.1,2.2,2.4
22664,636.12,18.8,0.8,2.1,2.6,2.7,2.6
22665,636.17,15.0,0.0,0.4,1.8,1.9,2.0
22666,636.195,15.0,2.4,-0.5,1.9,1.9,2.1
22667,636.22,15.5,0.1,-0.4,1.9,2.0,2.2
22668,636.245,14.4,-0.2,0.3,1.7,1.8,1.9
22669,636.27,15.0,0.0,-0.5,1.8,1.9,2.1
22670,636.295,14.4,-0.2,-0.6,1.7,1.8,2.0
22671,636.32,15.5,0.1,0.4,1.9,2.0,2.1
22672,636.345,16.0,0.2,-0.4,2.0,2.1,2.3
22673,636.37,17.0,0.4,0.5,2.2,2.3,2.4
22674,636.41,19.6,-0.9,-1.2,2.7,2.9,3.3
22675,636.42,20.0,-0.8,0.1,2.8,3.0,3.2
22676,636.43,26.7,-0.5,0.3,4.7,5.0,5.3
22677,636.44,15.0,0.0,-0.5,1.8,1.9,2.1
22678,636.45,19.2,-1.1,0.7,2.6,2.8,2.9
22679,636.46,27.6,-0.3,1.3,5.0,5.3,5.4
22680,636.47,31.6,-0.5,-0.3,6.5,6.9,7.5
22681,636.48,35.8,-0.4,-0.8,8.4,8.9,9.8
22682,636.49,34.6,-0.7,0.0,7.8,8.3,8.9
22683,636.5,34.8,-0.6,1.7,7.9,8.4,8.5
22684,636.51,35.2,-0.5,1.1,8.1,8.6,8.9
22685,636.52,36.4,-0.2,1.2,8.7,9.2,9.5
22686,636.53,38.6,-1.3,0.8,9.7,10.4,10.9
22687,636.54,38.0,-0.6,0.7,9.5,10.1,10.6
22688,636.55,35.4,-1.4,0.1,8.1,8.7,9.3
22689,636.56,35.6,-0.4,0.5,8.3,8.8,9.3
22690,636.57,38.2,-0.6,0.4,9.6,10.2,10.8
22691,636.58,35.6,-0.4,1.1,8.3,8.8,9.1
22692,636.59,14.4,-0.2,2.2,1.7,1.8,1.7
22693,636.6,10.6,2.0,-2.4,1.2,1.2,1.5
22694,636.65,13.8,2.3,-2.5,1.7,1.7,2.1
22695,636.66,17.5,0.5,0.6,2.3,2.4,2.5
22696,636.67,17.5,0.5,0.6,2.3,2.4,2.5
22697,636.68,17.5,0.5,-0.2,2.3,2.4,2.6
22698,636.69,15.5,2.4,-2.8,2.0,2.0,2.5
22699,636.7,17.5,-1.6,-0.9,2.2,2.4,2.7
22700,636.71,16.0,0.2,-1.9,2.0,2.1,2.5
22701,636.72,13.8,-0.3,-1.6,1.6,1.7,2.0
22702,636.73,12.0,2.2,-2.0,1.4,1.4,1.7
22703,636.74,9.8,-1.6,-2.6,1.0,1.1,1.4
22704,636.75,10.6,2.0,-3.4,1.2,1.2,1.6
22705,636.76,17.0,0.4,-1.0,2.2,2.3,2.6
22706,636.77,17.0,0.4,0.5,2.2,2.3,2.4
22707,636.78,15.0,0.0,-1.4,1.8,1.9,2.2
22708,636.79,16.0,0.2,-1.9,2.0,2.1,2.5
22709,636.8,15.5,2.4,-2.0,2.0,2.0,2.4
22710,636.81,15.5,0.1,-0.4,1.9,2.0,2.2
22711,636.82,9.0,-1.9,-1.6,0.9,1.0,1.2
22712,636.86,19.2,-1.1,-1.3,2.6,2.8,3.2
22713,636.87,17.5,0.5,-2.3,2.3,2.4,2.9
22714,636.88,16.5,0.3,-2.6,2.1,2.2,2.7
22715,636.89,21.9,-0.3,0.9,3.3,3.5,3.6
22716,636.9,16.0,0.2,-1.9,2.0,2.1,2.5
22717,636.91,16.0,0.2,-1.9,2.0,2.1,2.5
22718,636.92,16.5,0.3,-1.8,2.1,2.2,2.6
22719,636.93,15.5,0.1,-1.3,1.9,2.0,2.3
22720,636.94,17.9,0.6,-1.5,2.4,2.5,2.9
22721,636.95,15.5,0.1,-1.3,1.9,2.0,2.3
22722,636.96,15.5,0.1,-2.0,1.9,2.0,2.4
22723,636.97,17.0,2.5,-1.0,2.3,2.3,2.6
22724,636.98,15.5,0.1,-0.4,1.9,2.0,2.2
22725,637.0,15.5,0.1,-2.8,1.9,2.0,2.5
22726,637.01,12.6,-0.7,-2.8,1.4,1.5,1.9
22727,637.02,13.2,-0.5,-0.8,1.5,1.6,1.8
22728,637.03,19.6,-0.9,-1.2,2.7,2.9,3.3
22729,637.04,17.9,0.6,-0.8,2.4,2.5,2.8
22730,637.05,17.5,0.5,-0.9,2.3,2.4,2.7
22731,637.06,17.0,0.4,-1.7,2.2,2.3,2.7
22732,637.07,17.0,0.4,-1.7,2.2,2.3,2.7
22733,637.08,17.5,0.5,-1.6,2.3,2.4,2.8
22734,637.09,23.0,-0.1,1.0,3.6,3.8,3.9
22735,637.1,14.4,2.3,-2.3,1.8,1.8,2.2
22736,637.11,13.2,-0.5,-1.7,1.5,1.6,1.9
22737,637.12,11.3,2.1,-2.2,1.3,1.3,1.6
22738,637.13,11.3,-1.1,-3.2,1.2,1.3,1.7
22739,637.14,14.4,-0.2,-2.3,1.7,1.8,2.2
22740,637.15,17.9,0.6,-1.5,2.4,2.5,2.9
22741,637.16,20.0,1.0,-2.3,2.9,3.0,3.6
22742,637.17,20.0,1.0,-2.3,2.9,3.0,3.6
22743,637.18,16.5,0.3,-1.1,2.1,2.2,2.5
22744,637.19,12.6,-0.7,-1.9,1.4,1.5,1.8
22745,637.24,15.5,0.1,-2.8,1.9,2.0,2.5
22746,637.25,31.3,-0.5,-2.2,6.4,6.8,7.9
22747,637.26,36.2,-0.3,-2.8,8.6,9.1,10.7
22748,637.27,31.3,1.6,-3.2,6.6,6.8,8.2
22749,637.28,28.1,1.0,-2.1,5.3,5.5,6.4
22750,637.3,18.8,0.8,-2.6,2.6,2.7,3.3
22751,637.31,17.0,0.4,-1.7,2.2,2.3,2.7
22752,637.32,14.4,-0.2,-1.5,1.7,1.8,2.1
22753,637.33,17.5,2.6,-0.9,2.4,2.4,2.7
22754,637.34,18.4,-1.3,-0.8,2.4,2.6,2.9
22755,637.35,17.0,-1.8,-1.0,2.1,2.3,2.6
22756,637.36,10.6,2.0,-2.4,1.2,1.2,1.5
22757,637.37,9.8,2.0,-2.6,1.1,1.1,1.4
22758,637.39,12.6,-0.7,-2.8,1.4,1.5,1.9
22759,637.4,17.0,0.4,-2.4,2.2,2.3,2.8
22760,637.41,17.0,0.4,-1.7,2.2,2.3,2.7
22761,637.42,16.5,0.3,-2.6,2.1,2.2,2.7
22762,637.43,16.5,0.3,-1.1,2.1,2.2,2.5
22763,637.44,16.0,0.2,-2.7,2.0,2.1,2.6
22764,637.45,18.4,0.7,-0.8,2.5,2.6,2.9
22765,637.46,17.0,0.4,-1.7,2.2,2.3,2.7
22766,637.47,15.5,0.1,-1.3,1.9,2.0,2.3
22767,637.48,16.5,-2.0,-1.1,2.0,2.2,2.5
22768,637.49,16.0,0.2,-1.2,2.0,2.1,2.4
22769,637.53,8.1,1.9,-3.1,0.9,0.9,1.2
22770,637.54,21.6,-0.4,-2.0,3.2,3.4,4.0
22771,637.55,24.3,-1.2,-1.0,3.9,4.2,4.7
22772,637.56,12.0,-0.8,1.1,1.3,1.4,1.4
22773,637.57,11.3,2.1,-2.2,1.3,1.3,1.6
22774,637.58,12.0,-0.8,-3.0,1.3,1.4,1.8
22775,637.59,25.0,0.4,-2.3,4.2,4.4,5.2
22776,637.6,20.0,1.0,-0.5,2.9,3.0,3.3
22777,637.61,18.8,0.8,-2.0,2.6,2.7,3.2
22778,637.62,16.0,2.5,-1.9,2.1,2.1,2.5
22779,637.63,15.5,2.4,-1.3,2.0,2.0,2.3
22780,637.64,16.5,0.3,-0.3,2.1,2.2,2.4
22781,637.65,10.6,-1.3,1.1,1.1,1.2,1.2
22782,637.67,9.0,1.9,-2.8,1.0,1.0,1.3
22783,637.68,12.0,-0.8,-2.0,1.3,1.4,1.7
22784,637.69,14.4,-0.2,-1.5,1.7,1.8,2.1
22785,637.7,17.9,0.6,-0.8,2.4,2.5,2.8
22786,637.71,13.2,-0.5,-0.8,1.5,1.6,1.8
22787,637.72,11.3,2.1,-1.1,1.3,1.3,1.5
22788,637.76,14.4,-0.2,-0.6,1.7,1.8,2.0
22789,637.77,21.9,1.3,1.5,3.4,3.5,3.5
22790,637.78,18.4,0.7,-0.1,2.5,2.6,2.8
22791,637.79,22.7,-0.1,2.2,3.5,3.7,3.6
22792,637.83,13.8,2.3,-1.6,1.7,1.7,2.0
22793,637.84,21.9,1.3,-1.4,3.4,3.5,4.0
22794,637.85,18.8,0.8,-2.0,2.6,2.7,3.2
22795,637.86,13.8,-0.3,-1.6,1.6,1.7,2.0
22796,642.125,42.9,1.2,-1.0,12.6,13.1,14.5
22797,642.15,33.4,1.9,-3.4,7.5,7.7,9.3
22798,642.175,44.5,0.9,7.2,13.6,14.2,12.3
22799,642.2,39.7,1.3,6.7,10.7,11.1,9.6
22800,642.225,36.6,0.7,6.1,8.9,9.3,8.1
22801,642.25,15.5,2.4,0.4,2.0,2.0,2.1
22802,642.275,31.6,0.6,2.3,6.6,6.9,6.8
22803,642.3,35.6,1.4,5.2,8.5,8.8,7.9
22804,642.325,29.4,1.3,4.5,5.8,6.0,5.4
22805,642.35,34.4,1.1,6.0,7.9,8.2,7.1
22806,642.375,34.2,1.1,5.3,7.8,8.1,7.2
22807,642.475,19.6,0.9,2.9,2.8,2.9,2.7
22808,642.5,25.3,0.5,5.5,4.3,4.5,3.8
22809,642.525,26.4,0.7,4.8,4.7,4.9,4.3
22810,642.55,35.6,1.4,7.3,8.5,8.8,7.3
22811,642.575,35.0,1.3,6.3,8.2,8.5,7.3
22812,642.6,27.3,0.9,4.2,5.0,5.2,4.7
22813,642.625,35.0,2.2,5.9,8.3,8.5,7.4
22814,642.65,36.9,1.6,7.1,9.2,9.5,8.0
22815,642.675,29.9,0.2,6.3,5.9,6.2,5.2
22816,642.725,23.7,0.1,3.3,3.8,4.0,3.7
22817,642.75,34.6,1.2,6.0,8.0,8.3,7.2
22818,642.775,34.2,1.1,7.2,7.8,8.1,6.7
22819,642.8,24.0,1.6,3.3,4.0,4.1,3.8
22820,642.825,20.8,1.1,0.2,3.1,3.2,3.4
22821,642.85,32.9,0.9,5.4,7.2,7.5,6.6
22822,642.875,28.4,-0.1,2.7,5.3,5.6,5.4
22823,642.9,43.9,1.4,7.6,13.3,13.8,11.8
22824,642.925,36.7,0.7,5.4,9.0,9.4,8.4
22825,642.95,35.6,1.4,5.2,8.5,8.8,7.9
22826,642.975,33.1,1.9,5.0,7.4,7.6,6.8
22827,643.0,37.1,0.8,8.5,9.2,9.6,7.7
22828,643.125,25.0,1.8,1.1,4.3,4.4,4.5
22829,643.15,43.8,1.4,9.8,13.2,13.7,10.9
22830,643.2,24.6,0.3,2.2,4.1,4.3,4.2
22831,643.225,39.4,2.0,5.8,10.6,10.9,9.7
22832,643.25,41.1,0.8,7.4,11.4,11.9,10.1
22833,643.275,37.8,0.1,5.6,9.5,10.0,8.9
22834,643.3,40.7,1.5,4.8,11.3,11.7,10.8
22835,643.325,39.4,1.3,7.4,10.5,10.9,9.2
22836,643.35,32.0,0.7,5.5,6.8,7.1,6.2
22837,643.38,30.9,0.4,2.7,6.3,6.6,6.4
22838,643.39,29.4,0.1,2.7,5.7,6.0,5.8
22839,643.4,36.9,1.6,3.7,9.2,9.5,9.0
22840,643.41,37.7,0.9,3.7,9.5,9.9,9.4
22841,643.42,39.6,0.5,3.7,10.5,11.0,10.5
22842,643.43,37.3,0.8,2.8,9.3,9.7,9.5
22843,643.44,34.6,0.3,1.7,7.9,8.3,8.4
22844,643.45,37.7,0.9,2.8,9.5,9.9,9.7
22845,643.46,38.2,0.2,2.8,9.7,10.2,10.0
22846,643.47,37.1,0.8,1.2,9.2,9.6,9.9
22847,643.48,37.7,0.1,1.9,9.4,9.9,10.0
22848,643.49,40.6,-0.7,2.3,10.9,11.6,11.6
22849,643.5,42.3,-0.3,1.6,12.0,12.7,13.0
22850,643.51,34.6,-0.7,2.0,7.8,8.3,8.3
22851,643.52,36.2,-1.1,1.8,8.5,9.1,9.2
22852,643.53,38.2,-0.6,1.9,9.6,10.2,10.3
22853,643.54,34.6,-1.6,3.1,7.7,8.3,8.0
22854,643.55,31.6,-0.5,1.2,6.5,6.9,7.1
22855,643.56,34.2,0.2,3.1,7.7,8.1,7.8
22856,643.57,34.4,-0.7,1.7,7.7,8.2,8.3
22857,643.58,32.9,-0.1,0.9,7.1,7.5,7.8
22858,643.59,32.3,-0.3,0.8,6.8,7.2,7.5
22859,643.6,31.3,0.5,-2.5,6.5,6.8,8.0
22860,643.61,39.1,0.4,-0.3,10.2,10.7,11.6
22861,643.62,13.2,2.2,-4.3,1.6,1.6,2.2
22862,643.63,28.6,-0.1,0.1,5.4,5.7,6.1
22863,643.64,25.9,0.6,-0.3,4.5,4.7,5.1
22864,643.65,25.9,0.6,-0.3,4.5,4.7,5.1
22865,643.71,19.2,-1.1,0.0,2.6,2.8,3.0
22866,643.72,16.5,0.3,-1.1,2.1,2.2,2.5
22867,643.73,19.2,-1.1,0.0,2.6,2.8,3.0
22868,643.74,16.0,0.2,-0.4,2.0,2.1,2.3
22869,643.75,11.3,2.1,-3.2,1.3,1.3,1.7
22870,643.86,12.6,-0.7,-1.9,1.4,1.5,1.8
22871,643.98,11.3,-1.1,-1.1,1.2,1.3,1.5
22872,643.99,11.3,2.1,-3.2,1.3,1.3,1.7
22873,644.0,11.3,2.1,-3.2,1.3,1.3,1.7
22874,644.01,12.0,2.2,-3.0,1.4,1.4,1.8
22875,644.02,9.0,1.9,-5.1,1.0,1.0,1.5
22876,644.03,8.1,1.9,-4.3,0.9,0.9,1.3
22877,644.04,12.0,-0.8,-2.0,1.3,1.4,1.7
22878,644.05,13.8,-0.3,-1.6,1.6,1.7,2.0
22879,644.06,17.0,0.4,-1.0,2.2,2.3,2.6
22880,644.07,17.5,-1.6,-0.2,2.2,2.4,2.6
22881,644.08,16.0,0.2,-1.9,2.0,2.1,2.5
22882,644.09,16.5,0.3,-1.1,2.1,2.2,2.5
22883,644.1,16.5,0.3,-1.1,2.1,2.2,2.5
22884,644.11,17.0,0.4,-0.2,2.2,2.3,2.5
22885,644.12,16.5,0.3,-2.6,2.1,2.2,2.7
22886,644.13,15.5,2.4,-2.0,2.0,2.0,2.4
22887,644.18,16.0,0.2,-1.9,2.0,2.1,2.5
22888,644.19,13.2,-0.5,-1.7,1.5,1.6,1.9
22889,644.2,18.4,0.7,-2.8,2.5,2.6,3.2
22890,644.21,18.4,0.7,-2.1,2.5,2.6,3.1
22891,644.22,18.8,0.8,-2.0,2.6,2.7,3.2
22892,644.23,19.2,-1.1,-1.3,2.6,2.8,3.2
22893,644.24,17.0,0.4,-1.0,2.2,2.3,2.6
22894,644.25,17.9,-1.5,-0.8,2.3,2.5,2.8
22895,644.26,13.2,2.2,-2.6,1.6,1.6,2.0
22896,644.27,13.8,2.3,-3.3,1.7,1.7,2.2
22897,644.28,9.0,1.9,-4.0,1.0,1.0,1.4
22898,644.29,8.1,1.9,-4.3,0.9,0.9,1.3
22899,644.3,12.0,2.2,-3.9,1.4,1.4,1.9
22900,644.31,14.4,-0.2,-2.3,1.7,1.8,2.2
22901,644.32,16.0,0.2,-2.7,2.0,2.1,2.6
22902,644.33,16.0,0.2,-2.7,2.0,2.1,2.6
22903,644.34,16.5,0.3,-2.6,2.1,2.2,2.7
22904,644.35,16.5,2.5,-2.6,2.2,2.2,2.7
22905,644.36,17.0,0.4,-1.7,2.2,2.3,2.7
22906,644.37,18.8,0.8,-2.0,2.6,2.7,3.2
22907,644.38,17.0,0.4,-2.4,2.2,2.3,2.8
22908,644.39,17.0,0.4,-1.7,2.2,2.3,2.7
22909,644.4,15.5,0.1,-2.8,1.9,2.0,2.5
22910,644.41,11.3,-1.1,-2.2,1.2,1.3,1.6
22911,644.45,11.3,-1.1,-2.2,1.2,1.3,1.6
22912,644.46,12.6,2.2,-2.8,1.5,1.5,1.9
22913,644.47,16.5,0.3,-1.8,2.1,2.2,2.6
22914,644.48,16.5,2.5,-1.8,2.2,2.2,2.6
22915,644.49,17.9,0.6,-2.2,2.4,2.5,3.0
22916,644.5,17.9,0.6,-2.2,2.4,2.5,3.0
22917,644.51,16.5,2.5,-2.6,2.2,2.2,2.7
22918,644.52,17.5,0.5,-2.3,2.3,2.4,2.9
22919,644.53,17.0,0.4,-2.4,2.2,2.3,2.8
22920,644.54,17.5,0.5,-1.6,2.3,2.4,2.8
22921,644.55,17.9,0.6,-1.5,2.4,2.5,2.9
22922,644.56,17.0,0.4,-1.7,2.2,2.3,2.7
22923,644.57,15.0,0.0,-1.4,1.8,1.9,2.2
22924,644.58,12.6,-0.7,-1.9,1.4,1.5,1.8
22925,644.59,11.3,2.1,-3.2,1.3,1.3,1.7
22926,644.6,15.0,0.0,-2.2,1.8,1.9,2.3
22927,644.61,15.5,0.1,-2.0,1.9,2.0,2.4
22928,644.62,13.8,-0.3,-3.3,1.6,1.7,2.2
22929,644.63,17.5,0.5,-2.3,2.3,2.4,2.9
22930,644.64,17.5,0.5,-2.3,2.3,2.4,2.9
22931,644.65,17.5,0.5,-2.3,2.3,2.4,2.9
22932,644.66,17.0,0.4,-2.4,2.2,2.3,2.8
22933,644.67,17.0,0.4,-2.4,2.2,2.3,2.8
22934,644.68,17.0,0.4,-1.7,2.2,2.3,2.7
22935,644.69,16.5,0.3,-2.6,2.1,2.2,2.7
22936,644.7,16.5,0.3,-1.8,2.1,2.2,2.6
22937,644.71,17.0,0.4,-1.7,2.2,2.3,2.7
22938,644.72,16.5,0.3,-1.1,2.1,2.2,2.5
22939,644.73,16.5,0.3,-1.8,2.1,2.2,2.6
22940,644.74,12.6,-0.7,-1.9,1.4,1.5,1.8
22941,644.76,8.1,1.9,-4.3,0.9,0.9,1.3
22942,644.78,8.1,1.9,-3.1,0.9,0.9,1.2
22943,644.79,8.1,1.9,-5.5,0.9,0.9,1.4
22944,644.8,13.2,2.2,-2.6,1.6,1.6,2.0
22945,644.81,14.4,4.8,0.3,1.9,1.8,1.9
22946,644.82,14.4,-0.2,-2.3,1.7,1.8,2.2
22947,644.88,21.6,-0.4,-2.0,3.2,3.4,4.0
22948,644.89,19.6,0.9,-1.8,2.8,2.9,3.4
22949,644.9,13.2,2.2,-2.6,1.6,1.6,2.0
22950,644.91,9.8,2.0,-4.7,1.1,1.1,1.6
22951,644.94,17.5,0.5,-0.9,2.3,2.4,2.7
22952,644.95,12.6,2.2,-3.7,1.5,1.5,2.0
22953,644.96,16.5,0.3,-3.3,2.1,2.2,2.8
22954,651.86,24.6,0.3,-2.4,4.1,4.3,5.1
22955,651.87,37.1,0.0,-1.4,9.1,9.6,10.8
22956,651.88,41.5,0.2,1.8,11.6,12.2,12.4
22957,651.89,39.9,-0.2,-1.2,10.6,11.2,12.5
22958,651.9,44.9,0.3,-0.7,13.8,14.5,15.9
22959,651.91,42.6,-0.2,-2.9,12.2,12.9,15.1
22960,651.92,38.9,-0.4,0.0,10.0,10.6,11.4
22961,651.93,39.2,-1.1,0.3,10.1,10.8,11.5
22962,651.94,36.0,-0.3,1.5,8.5,9.0,9.2
22963,651.95,52.9,-0.6,2.6,19.8,21.0,21.1
22964,651.96,53.6,-0.4,3.0,20.4,21.6,21.5
22965,651.97,50.9,-0.6,2.9,18.1,19.2,19.1
22966,651.98,51.8,0.2,3.9,19.0,20.0,19.4
22967,651.99,45.8,-0.7,3.0,14.2,15.1,14.9
22968,652.0,43.5,-1.4,2.9,12.6,13.5,13.3
22969,652.01,47.2,-0.4,3.9,15.3,16.2,15.6
22970,652.02,44.9,-1.0,3.2,13.6,14.5,14.2
22971,652.03,44.2,-1.2,3.2,13.1,14.0,13.7
22972,652.04,44.8,-0.4,2.9,13.6,14.4,14.2
22973,652.05,44.1,0.1,0.1,13.2,13.9,14.9
22974,652.06,32.5,-1.2,2.0,6.8,7.3,7.3
22975,652.07,39.4,-1.1,0.0,10.2,10.9,11.7
22976,652.08,41.1,-1.3,-0.6,11.1,11.9,13.0
22977,652.09,44.5,-1.1,0.6,13.3,14.2,15.0
22978,652.1,36.4,-0.2,0.5,8.7,9.2,9.7
22979,652.11,41.8,-1.1,-1.2,11.6,12.4,13.8
22980,652.12,37.5,-0.8,-1.1,9.2,9.8,10.9
22981,652.13,41.8,-1.1,-0.5,11.6,12.4,13.5
22982,652.14,41.4,-1.3,-1.8,11.3,12.1,13.7
22983,652.15,39.7,-1.0,-1.0,10.4,11.1,12.3
22984,652.16,40.4,-0.8,-1.2,10.8,11.5,12.8
22985,652.17,31.3,-0.5,-1.1,6.4,6.8,7.6
22986,652.18,24.6,-1.1,2.7,4.0,4.3,4.1
22987,652.19,9.8,2.0,-3.7,1.1,1.1,1.5
22988,652.2,40.2,-0.1,2.6,10.8,11.4,11.3
22989,652.21,39.2,-0.3,2.5,10.2,10.8,10.7
22990,652.22,34.2,-0.8,2.7,7.6,8.1,7.9
22991,652.23,38.4,-0.5,-0.1,9.7,10.3,11.1
22992,652.24,38.9,-1.2,-1.7,9.9,10.6,12.0
22993,652.25,37.1,0.0,0.9,9.1,9.6,10.0
22994,652.26,37.5,-0.8,-1.7,9.2,9.8,11.1
22995,652.27,36.2,-0.3,-2.2,8.6,9.1,10.5
22996,652.28,35.2,-0.5,-1.5,8.1,8.6,9.7
22997,652.29,35.8,-0.4,-0.1,8.4,8.9,9.6
22998,652.3,31.3,-0.5,1.9,6.4,6.8,6.8
22999,652.31,33.4,-1.0,2.0,7.2,7.7,7.7
23000,652.32,40.6,-1.5,-0.1,10.8,11.6,12.5
23001,652.33,39.9,-0.9,-0.7,10.5,11.2,12.3
23002,652.34,41.1,-1.3,0.2,11.1,11.9,12.7
23003,652.35,39.6,-1.0,1.1,10.3,11.0,11.4
23004,652.36,39.4,-1.1,1.1,10.2,10.9,11.3
23005,652.37,36.0,-1.2,1.8,8.4,9.0,9.1
23006,652.38,29.2,0.1,3.1,5.6,5.9,5.6
23007,652.39,39.7,-1.0,1.7,10.4,11.1,11.3
23008,652.4,37.5,-0.8,2.8,9.2,9.8,9.6
23009,652.41,33.1,-1.1,3.5,7.1,7.6,7.2
23010,652.42,31.1,-0.6,3.9,6.3,6.7,6.2
23011,652.43,32.9,-1.1,3.5,7.0,7.5,7.1
23012,652.44,30.9,-0.6,3.1,6.2,6.6,6.3
23013,652.45,40.7,-0.7,-0.9,11.0,11.7,12.9
23014,652.46,38.4,-1.3,-1.8,9.6,10.3,11.7
23015,652.47,36.2,-2.0,-0.7,8.4,9.1,10.0
23016,652.48,33.6,-0.9,-1.4,7.3,7.8,8.8
23017,652.49,34.2,-0.8,1.0,7.6,8.1,8.4
23018,652.5,32.3,-1.3,0.1,6.7,7.2,7.7
23019,652.51,29.9,0.2,0.2,5.9,6.2,6.6
23020,652.52,36.6,-1.0,0.0,8.7,9.3,10.0
23021,652.53,40.1,-0.9,-1.2,10.6,11.3,12.6
23022,652.54,37.3,-0.8,0.6,9.1,9.7,10.2
23023,652.55,33.6,-0.9,2.4,7.3,7.8,7.7
23024,652.56,38.9,-1.2,0.8,9.9,10.6,11.1
23025,652.57,27.0,-0.5,2.7,4.8,5.1,4.9
23026,652.62,36.2,-0.3,1.5,8.6,9.1,9.3
23027,652.63,34.2,-0.8,1.7,7.6,8.1,8.2
23028,652.64,35.8,-0.4,0.5,8.4,8.9,9.4
23029,652.65,36.2,-0.3,-0.1,8.6,9.1,9.8
23030,652.66,36.6,-0.2,0.3,8.8,9.3,9.9
23031,652.67,34.8,0.3,1.0,8.0,8.4,8.7
23032,652.68,33.1,-0.1,1.6,7.2,7.6,7.7
23033,652.69,33.1,-1.1,2.0,7.1,7.6,7.6
23034,652.7,33.4,0.0,2.0,7.3,7.7,7.7
23035,652.71,35.6,-1.3,1.4,8.2,8.8,9.0
23036,652.72,36.6,-1.0,0.0,8.7,9.3,10.0
23037,652.73,34.2,-0.8,-1.0,7.6,8.1,9.0
23038,652.74,34.4,-0.7,-1.0,7.7,8.2,9.1
23039,652.75,35.8,-0.4,-0.1,8.4,8.9,9.6
23040,652.76,32.7,-0.2,0.9,7.0,7.4,7.7
23041,652.77,33.4,0.0,0.2,7.3,7.7,8.2
23042,652.78,35.6,-0.4,0.5,8.3,8.8,9.3
23043,652.79,35.2,-0.5,0.1,8.1,8.6,9.2
23044,652.8,32.0,-0.3,1.2,6.7,7.1,7.3
23045,652.81,35.6,-0.4,0.2,8.3,8.8,9.4
23046,652.82,38.2,-0.6,0.4,9.6,10.2,10.8
23047,652.83,36.9,-0.9,0.3,8.9,9.5,10.1
23048,652.84,39.1,-0.4,-0.3,10.1,10.7,11.6
23049,652.85,37.7,-0.7,-0.8,9.3,9.9,10.9
23050,652.86,38.4,-0.5,-1.5,9.7,10.3,11.6
23051,652.87,36.7,-0.1,-1.8,8.9,9.4,10.7
23052,652.88,37.7,-0.7,-1.9,9.3,9.9,11.3
23053,652.89,41.7,-1.2,-1.5,11.5,12.3,13.8
23054,652.9,36.2,-2.0,2.4,8.4,9.1,9.0
23055,652.91,32.0,-0.3,2.7,6.7,7.1,6.9
23056,652.92,35.0,-0.6,3.4,8.0,8.5,8.1
23057,653.02,42.9,-0.2,-1.0,12.4,13.1,14.5
23058,653.03,41.8,-0.4,-2.9,11.7,12.4,14.5
23059,653.04,40.1,-0.9,-2.8,10.6,11.3,13.2
23060,653.05,37.1,-0.9,-2.6,9.0,9.6,11.2
23061,653.06,35.0,-0.6,-1.8,8.0,8.5,9.7
23062,653.07,33.4,-1.0,-1.8,7.2,7.7,8.8
23063,653.08,30.2,-0.8,-1.3,5.9,6.3,7.1
23064,653.09,33.1,-1.1,-0.1,7.1,7.6,8.2
