,Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z
441,2.237,39.2,1.2,0.3,10.4,10.8,11.5
442,2.237,40.6,0.7,-1.1,11.1,11.6,12.9
443,2.238,43.4,1.3,-1.7,12.9,13.4,15.1
444,2.246,34.8,1.2,1.4,8.1,8.4,8.6
445,2.247,37.1,0.8,1.5,9.2,9.6,9.8
446,2.256,34.8,1.2,1.0,8.1,8.4,8.7
447,2.2569999999999997,37.1,1.6,1.2,9.3,9.6,9.9
448,2.261,33.8,1.0,0.6,7.6,7.9,8.3
449,2.266,33.1,0.9,2.0,7.3,7.6,7.6
450,2.267,34.8,1.2,2.7,8.1,8.4,8.2
451,2.275,30.6,0.4,1.9,6.2,6.5,6.5
452,2.2769999999999997,36.0,1.4,2.1,8.7,9.0,9.0
453,2.285,32.0,0.7,0.8,6.8,7.1,7.4
454,2.286,39.4,2.0,2.5,10.6,10.9,10.8
455,2.286,39.1,1.2,1.1,10.3,10.7,11.1
456,2.2880000000000003,37.5,0.9,-1.1,9.4,9.8,10.9
457,2.295,31.8,0.6,2.3,6.7,7.0,6.9
458,2.296,36.7,1.6,-0.3,9.1,9.4,10.2
459,2.305,31.8,0.6,1.6,6.7,7.0,7.1
460,2.306,40.4,2.2,2.6,11.2,11.5,11.4
461,2.31,37.1,1.6,0.0,9.3,9.6,10.3
462,2.315,31.3,1.6,0.4,6.6,6.8,7.2
463,2.316,39.2,2.0,3.1,10.5,10.8,10.5
464,2.325,30.9,0.4,1.1,6.3,6.6,6.8
465,2.326,42.3,2.5,2.4,12.4,12.7,12.7
466,2.335,37.7,1.7,0.4,9.6,9.9,10.5
467,2.335,36.7,2.4,-0.9,9.2,9.4,10.4
468,2.335,30.2,0.3,1.9,6.0,6.3,6.3
469,2.338,38.0,1.8,-2.1,9.8,10.1,11.6
470,2.345,30.9,1.5,0.3,6.4,6.6,7.0
471,2.345,36.4,1.5,-0.1,8.9,9.2,9.9
472,2.355,29.2,0.1,1.8,5.6,5.9,5.9
473,2.355,39.4,2.0,-0.8,10.6,10.9,12.0
474,2.365,27.6,0.9,1.8,5.1,5.3,5.3
475,2.365,44.5,1.5,-0.6,13.7,14.2,15.5
476,2.375,24.3,1.7,1.1,4.1,4.2,4.3
477,2.375,44.7,1.5,-1.7,13.8,14.3,16.1
478,2.385,44.8,1.6,-1.6,13.9,14.4,16.2
479,2.385,28.4,1.1,1.8,5.4,5.6,5.6
480,2.394,45.2,1.0,-1.8,14.1,14.7,16.6
481,2.395,29.2,0.1,1.8,5.6,5.9,5.9
482,2.404,43.8,1.4,-1.8,13.2,13.7,15.5
483,2.405,29.4,1.3,1.8,5.8,6.0,6.0
484,2.414,31.1,0.5,1.5,6.4,6.7,6.8
485,2.414,39.2,1.2,-0.6,10.4,10.8,11.8
486,2.424,32.7,0.8,1.6,7.1,7.4,7.5
487,2.424,41.8,1.0,0.0,11.9,12.4,13.3
488,2.434,42.0,1.0,-0.7,12.0,12.5,13.7
489,2.434,33.8,0.1,1.7,7.5,7.9,8.0
490,2.443,40.6,1.5,-0.1,11.2,11.6,12.5
491,2.444,35.8,1.4,0.2,8.6,8.9,9.5
492,2.4530000000000003,44.4,1.5,0.1,13.6,14.1,15.1
493,2.454,36.7,0.7,0.3,9.0,9.4,10.0
494,2.463,42.3,1.1,0.6,12.2,12.7,13.4
495,2.464,36.2,0.6,0.5,8.7,9.1,9.6
496,2.4730000000000003,39.4,0.5,1.1,10.4,10.9,11.3
497,2.474,36.0,0.6,0.2,8.6,9.0,9.6
498,2.483,38.0,1.0,-1.0,9.7,10.1,11.2
499,2.483,39.6,1.3,-0.2,10.6,11.0,11.9
500,2.492,38.7,0.3,-0.6,10.0,10.5,11.5
501,2.502,36.9,-0.1,-0.6,9.0,9.5,10.4
502,2.504,32.5,1.8,-0.6,7.1,7.3,8.0
503,2.5069999999999997,36.4,-0.2,-0.4,8.7,9.2,10.0
504,2.512,35.4,0.4,-0.2,8.3,8.7,9.4
505,2.522,34.4,0.2,0.0,7.8,8.2,8.8
506,2.524,39.6,0.5,1.4,10.5,11.0,11.3
507,2.532,36.0,-0.3,0.2,8.5,9.0,9.6
508,2.532,37.3,0.8,-0.5,9.3,9.7,10.6
509,2.537,42.9,1.2,-1.3,12.6,13.1,14.6
510,2.542,38.9,1.2,-0.9,10.2,10.6,11.7
511,2.544,38.6,1.1,1.6,10.0,10.4,10.6
512,2.551,40.6,1.5,-1.9,11.2,11.6,13.2
513,2.556,36.4,0.7,0.5,8.8,9.2,9.7
514,2.5610000000000004,44.9,0.9,-2.9,13.9,14.5,16.9
515,2.5639999999999996,38.4,1.8,0.7,10.0,10.3,10.8
516,2.571,40.1,0.6,-1.0,10.8,11.3,12.5
517,2.5810000000000004,35.2,0.4,1.7,8.2,8.6,8.7
518,2.5810000000000004,43.8,1.4,-2.7,13.2,13.7,15.9
519,2.583,35.0,2.2,-1.2,8.3,8.5,9.5
520,2.5860000000000003,42.5,1.8,-0.9,12.4,12.8,14.1
521,2.591,37.5,0.9,-0.5,9.4,9.8,10.7
522,2.6,34.4,0.2,1.0,7.8,8.2,8.5
523,2.603,37.7,1.7,-1.3,9.6,9.9,11.1
524,2.605,34.2,0.2,1.7,7.7,8.1,8.2
525,2.61,36.9,0.8,0.9,9.1,9.5,9.9
526,2.62,38.4,0.3,1.0,9.8,10.3,10.7
527,2.623,42.5,2.5,1.6,12.5,12.8,13.1
528,2.63,36.0,0.6,1.1,8.6,9.0,9.3
529,2.63,34.8,0.3,2.1,8.0,8.4,8.4
530,2.636,42.5,1.1,-0.9,12.3,12.8,14.1
531,2.64,40.1,1.4,-0.7,10.9,11.3,12.4
532,2.6430000000000002,35.0,1.3,-1.5,8.2,8.5,9.6
533,2.6489999999999996,39.7,1.3,-0.5,10.7,11.1,12.1
534,2.654,35.4,0.4,1.4,8.3,8.7,8.9
535,2.659,34.6,1.2,1.7,8.0,8.3,8.4
536,2.6630000000000003,38.9,1.2,0.8,10.2,10.6,11.1
537,2.6689999999999996,35.6,0.5,1.1,8.4,8.8,9.1
538,2.679,35.4,-0.5,2.1,8.2,8.7,8.7
539,2.679,39.9,0.6,-0.2,10.7,11.2,12.1
540,2.6830000000000003,38.7,1.9,1.3,10.2,10.5,10.8
541,2.6860000000000004,42.6,1.1,-0.8,12.4,12.9,14.2
542,2.6889999999999996,36.7,0.7,0.6,9.0,9.4,9.9
543,2.699,35.6,0.5,1.8,8.4,8.8,8.9
544,2.7030000000000003,41.4,1.6,-0.3,11.7,12.1,13.1
545,2.7039999999999997,36.4,-0.2,1.8,8.7,9.2,9.3
546,2.708,35.8,0.5,1.8,8.5,8.9,9.0
547,2.718,34.6,0.3,0.0,7.9,8.3,8.9
548,2.7230000000000003,37.7,0.1,-0.8,9.4,9.9,10.9
549,2.728,36.4,0.7,1.8,8.8,9.2,9.3
550,2.728,36.7,1.6,-1.5,9.1,9.4,10.6
551,2.736,39.2,1.2,-0.8,10.4,10.8,11.9
552,2.7430000000000003,35.6,0.5,0.5,8.4,8.8,9.3
553,2.748,37.5,0.9,1.6,9.4,9.8,10.0
554,2.753,35.0,0.4,1.4,8.1,8.5,8.7
555,2.763,39.4,1.3,-0.8,10.5,10.9,12.0
556,2.767,36.4,-0.2,2.1,8.7,9.2,9.2
557,2.7769999999999997,37.5,0.9,-0.2,9.4,9.8,10.6
558,2.782,41.7,1.0,-2.0,11.8,12.3,14.0
559,2.785,40.9,0.8,-0.6,11.3,11.8,12.9
560,2.787,35.6,0.5,2.4,8.4,8.8,8.7
561,2.802,39.1,1.2,0.0,10.3,10.7,11.5
562,2.802,34.4,0.2,0.7,7.8,8.2,8.6
563,2.806,41.4,0.9,0.5,11.6,12.1,12.8
564,2.822,35.6,-0.4,2.4,8.3,8.8,8.7
565,2.826,38.7,1.1,-0.9,10.1,10.5,11.6
566,2.826,37.7,0.9,0.1,9.5,9.9,10.6
567,2.835,43.1,0.6,-1.0,12.6,13.2,14.6
568,2.842,34.8,0.3,2.1,8.0,8.4,8.4
569,2.846,36.9,0.8,0.9,9.1,9.5,9.9
570,2.862,36.2,0.6,1.5,8.7,9.1,9.3
571,2.865,36.9,-0.1,2.1,9.0,9.5,9.5
572,2.8819999999999997,38.4,1.1,1.9,9.9,10.3,10.4
573,2.885,37.5,0.1,-0.8,9.3,9.8,10.8
574,2.9019999999999997,34.6,0.3,1.0,7.9,8.3,8.6
575,2.905,37.8,1.0,0.1,9.6,10.0,10.7
576,2.9219999999999997,34.4,0.2,2.0,7.8,8.2,8.2
577,2.924,38.0,1.0,-0.2,9.7,10.1,10.9
578,2.9419999999999997,36.2,0.6,1.8,8.7,9.1,9.2
579,2.944,39.6,1.3,-0.8,10.6,11.0,12.1
580,2.9619999999999997,33.8,0.1,2.4,7.5,7.9,7.8
581,2.963,41.8,1.0,-1.0,11.9,12.4,13.7
582,2.9739999999999998,38.4,1.1,0.2,9.9,10.3,11.0
583,2.9810000000000003,36.2,-0.3,2.1,8.6,9.1,9.1
584,2.983,42.8,1.2,-0.8,12.5,13.0,14.3
585,2.998,35.6,1.4,-0.2,8.5,8.8,9.5
586,3.0010000000000003,37.1,0.0,2.1,9.1,9.6,9.6
587,3.003,40.1,1.4,0.1,10.9,11.3,12.1
588,3.0210000000000004,37.3,0.0,2.2,9.2,9.7,9.7
589,3.022,37.7,1.7,1.0,9.6,9.9,10.3
590,3.023,39.2,1.2,0.3,10.4,10.8,11.5
591,3.034,41.5,0.9,-1.0,11.7,12.2,13.5
592,3.0410000000000004,33.6,1.0,-2.4,7.5,7.8,9.1
593,3.042,38.2,1.0,1.0,9.8,10.2,10.6
594,3.0469999999999997,36.2,1.5,0.8,8.8,9.1,9.5
595,3.0610000000000004,35.0,1.3,0.7,8.2,8.5,8.9
596,3.072,36.6,0.7,1.2,8.9,9.3,9.6
597,3.0810000000000004,36.2,0.6,0.5,8.7,9.1,9.6
598,3.0810000000000004,29.4,0.1,0.2,5.7,6.0,6.4
599,3.083,40.9,1.5,-0.3,11.4,11.8,12.8
600,3.096,36.9,0.8,0.9,9.1,9.5,9.9
601,3.1010000000000004,35.2,1.3,0.8,8.3,8.6,9.0
602,3.1010000000000004,38.4,1.1,-1.2,9.9,10.3,11.5
603,3.12,36.2,0.6,1.8,8.7,9.1,9.2
604,3.1210000000000004,37.5,0.9,0.1,9.4,9.8,10.5
605,3.1210000000000004,36.6,1.5,-0.9,9.0,9.3,10.3
606,3.133,43.2,1.3,-1.0,12.8,13.3,14.7
607,3.14,35.0,0.4,1.1,8.1,8.5,8.8
608,3.145,35.4,0.4,0.1,8.3,8.7,9.3
609,3.16,35.0,0.4,1.1,8.1,8.5,8.8
610,3.17,35.6,0.5,0.2,8.4,8.8,9.4
611,3.179,36.7,0.7,-0.3,9.0,9.4,10.2
612,3.1830000000000003,43.9,1.4,-0.4,13.3,13.8,15.0
613,3.194,32.7,0.8,0.5,7.1,7.4,7.8
614,3.199,35.8,-0.4,0.5,8.4,8.9,9.4
615,3.218,40.9,0.8,-1.1,11.3,11.8,13.1
616,3.219,38.2,1.0,0.2,9.8,10.2,10.9
617,3.22,35.8,1.4,-0.8,8.6,8.9,9.8
618,3.2319999999999998,47.9,1.5,-0.7,16.1,16.7,18.3
619,3.238,31.6,0.6,0.4,6.6,6.9,7.3
620,3.24,43.1,1.2,-1.2,12.7,13.2,14.7
621,3.2439999999999998,38.2,1.0,0.7,9.8,10.2,10.7
622,3.258,35.4,0.4,0.5,8.3,8.7,9.2
623,3.26,44.4,1.5,-1.3,13.6,14.1,15.7
624,3.2680000000000002,40.1,0.6,-1.0,10.8,11.3,12.5
625,3.2769999999999997,35.2,1.3,1.4,8.3,8.6,8.8
626,3.28,39.6,0.5,0.3,10.5,11.0,11.7
627,3.282,50.8,2.0,0.8,18.5,19.1,20.1
628,3.293,39.1,1.2,-1.9,10.3,10.7,12.2
629,3.2969999999999997,38.0,1.0,0.4,9.7,10.1,10.7
630,3.3,38.4,0.3,0.7,9.8,10.3,10.8
631,3.3169999999999997,37.3,0.8,0.0,9.3,9.7,10.4
632,3.3169999999999997,44.2,1.5,-1.3,13.5,14.0,15.6
633,3.32,37.1,0.8,0.9,9.2,9.6,10.0
634,3.332,42.5,1.1,-1.8,12.3,12.8,14.5
635,3.3360000000000003,42.8,1.2,-1.1,12.5,13.0,14.4
636,3.34,37.7,0.9,1.0,9.5,9.9,10.3
637,3.3560000000000003,33.8,1.0,1.7,7.6,7.9,8.0
638,3.36,36.4,0.7,1.2,8.8,9.2,9.5
639,3.375,36.9,1.6,-0.6,9.2,9.5,10.4
640,3.38,37.3,1.7,0.9,9.4,9.7,10.1
641,3.395,37.3,0.8,0.6,9.3,9.7,10.2
642,3.4,39.1,1.2,0.5,10.3,10.7,11.3
643,3.415,31.8,0.6,0.4,6.7,7.0,7.4
644,3.42,38.4,1.1,-1.5,9.9,10.3,11.6
645,3.4339999999999997,38.9,1.2,-0.3,10.2,10.6,11.5
646,3.44,38.2,0.2,-0.4,9.7,10.2,11.1
647,3.4539999999999997,37.3,0.8,0.0,9.3,9.7,10.4
648,3.46,37.3,0.8,-1.1,9.3,9.7,10.8
649,3.465,38.9,1.2,-0.6,10.2,10.6,11.6
650,3.4730000000000003,34.8,0.3,1.0,8.0,8.4,8.7
651,3.48,39.7,0.6,-1.3,10.6,11.1,12.4
652,3.489,37.3,0.8,0.9,9.3,9.7,10.1
653,3.4930000000000003,37.5,0.1,1.6,9.3,9.8,10.0
654,3.5,39.2,0.5,-0.8,10.3,10.8,11.9
655,3.513,35.6,0.5,0.5,8.4,8.8,9.3
656,3.514,36.0,1.4,-0.4,8.7,9.0,9.8
657,3.52,31.6,-0.5,0.4,6.5,6.9,7.3
658,3.531,41.4,0.9,-1.8,11.6,12.1,13.7
659,3.532,35.0,0.4,2.4,8.1,8.5,8.4
660,3.5380000000000003,38.0,1.0,0.4,9.7,10.1,10.7
661,3.54,32.0,-0.3,0.5,6.7,7.1,7.5
662,3.552,35.6,0.5,1.8,8.4,8.8,8.9
663,3.56,37.7,0.1,1.0,9.4,9.9,10.3
664,3.563,39.4,2.0,-1.3,10.6,10.9,12.2
665,3.572,34.2,0.2,3.1,7.7,8.1,7.8
666,3.58,37.1,0.0,1.2,9.1,9.6,9.9
667,3.5810000000000004,37.1,0.8,-2.0,9.2,9.6,11.0
668,3.588,37.3,0.8,0.0,9.3,9.7,10.4
669,3.591,35.6,0.5,1.8,8.4,8.8,8.9
670,3.6,37.3,0.8,1.2,9.3,9.7,10.0
671,3.611,34.6,0.3,2.0,7.9,8.3,8.3
672,3.612,35.8,0.5,1.4,8.5,8.9,9.1
673,3.62,37.1,0.8,1.2,9.2,9.6,9.9
674,3.63,35.8,0.5,2.8,8.5,8.9,8.7
675,3.63,43.1,1.2,-1.5,12.7,13.2,14.8
676,3.637,36.2,0.6,0.8,8.7,9.1,9.5
677,3.64,37.7,0.9,1.3,9.5,9.9,10.2
678,3.65,35.8,0.5,2.4,8.5,8.9,8.8
679,3.66,36.4,1.5,1.8,8.9,9.2,9.3
680,3.661,36.4,0.7,0.9,8.8,9.2,9.6
681,3.67,36.7,0.7,2.1,9.0,9.4,9.4
682,3.68,36.6,0.7,1.8,8.9,9.3,9.4
683,3.68,44.5,0.9,-2.1,13.6,14.2,16.2
684,3.6860000000000004,35.6,1.4,0.5,8.5,8.8,9.3
685,3.6889999999999996,36.2,-0.3,2.8,8.6,9.1,8.9
686,3.7,34.8,1.2,1.7,8.1,8.4,8.5
687,3.7089999999999996,35.8,0.5,2.4,8.5,8.9,8.8
688,3.7110000000000003,37.5,0.9,1.0,9.4,9.8,10.2
689,3.72,34.4,0.2,2.0,7.8,8.2,8.2
690,3.728,35.4,0.4,1.7,8.3,8.7,8.8
691,3.73,44.4,1.5,-1.9,13.6,14.1,16.0
692,3.735,40.9,0.8,-1.3,11.3,11.8,13.2
693,3.74,34.8,0.3,2.7,8.0,8.4,8.2
694,3.748,35.6,1.4,0.8,8.5,8.8,9.2
695,3.76,38.4,1.1,-0.7,9.9,10.3,11.3
696,3.76,35.6,0.5,2.1,8.4,8.8,8.8
697,3.7680000000000002,40.2,0.7,0.1,10.9,11.4,12.2
698,3.78,42.2,1.1,-0.9,12.1,12.6,13.9
699,3.78,34.2,0.2,1.3,7.7,8.1,8.3
700,3.784,36.9,1.6,-0.6,9.2,9.5,10.4
701,3.787,41.5,0.9,-0.5,11.7,12.2,13.3
702,3.8,39.9,0.6,1.4,10.7,11.2,11.5
703,3.807,39.1,1.2,0.2,10.3,10.7,11.4
704,3.8089999999999997,44.5,2.1,-1.2,13.8,14.2,15.8
705,3.82,40.7,1.5,0.4,11.3,11.7,12.4
706,3.827,34.6,1.2,2.0,8.0,8.3,8.3
707,3.83,42.8,1.2,-1.3,12.5,13.0,14.5
708,3.84,37.5,1.7,-0.5,9.5,9.8,10.7
709,3.846,42.3,1.1,-1.6,12.2,12.7,14.3
710,3.86,40.1,0.6,-1.5,10.8,11.3,12.7
711,3.866,39.6,1.3,0.6,10.6,11.0,11.6
712,3.88,37.8,0.1,-1.3,9.5,10.0,11.2
713,3.885,41.1,1.6,-1.1,11.5,11.9,13.2
714,3.9,38.4,0.3,-1.5,9.8,10.3,11.6
715,3.905,38.2,1.8,-1.8,9.9,10.2,11.6
716,3.92,32.7,0.8,-0.2,7.1,7.4,8.0
717,3.925,38.6,1.1,-0.4,10.0,10.4,11.3
718,3.94,34.4,0.2,-0.3,7.8,8.2,8.9
719,3.944,44.4,1.5,1.7,13.6,14.1,14.4
720,3.957,43.1,1.2,2.1,12.7,13.2,13.3
721,3.96,37.7,0.1,-0.8,9.4,9.9,10.9
722,3.964,42.9,1.2,0.2,12.6,13.1,14.0
723,3.98,37.1,0.8,-1.4,9.2,9.6,10.8
724,3.9810000000000003,46.3,1.2,3.0,14.9,15.5,15.3
725,3.983,42.6,0.5,2.1,12.3,12.9,13.0
726,4.0,36.2,1.5,-1.9,8.8,9.1,10.4
727,4.003,45.9,1.8,3.9,14.7,15.2,14.6
728,4.006,36.9,0.8,-0.3,9.1,9.5,10.3
729,4.02,37.1,0.0,0.9,9.1,9.6,10.0
730,4.023,38.7,1.1,0.5,10.1,10.5,11.1
731,4.029,41.1,0.1,0.2,11.3,11.9,12.7
732,4.03,34.0,1.1,-0.4,7.7,8.0,8.7
733,4.04,40.4,0.7,0.9,11.0,11.5,12.0
734,4.042,35.4,0.4,0.1,8.3,8.7,9.3
735,4.055,37.8,1.0,-0.5,9.6,10.0,10.9
736,4.06,38.4,1.1,0.5,9.9,10.3,10.9
737,4.062,32.9,-0.1,0.9,7.1,7.5,7.8
738,4.078,42.6,1.1,0.1,12.4,12.9,13.8
739,4.08,36.4,1.5,0.2,8.9,9.2,9.8
740,4.08,35.8,0.5,0.2,8.5,8.9,9.5
741,4.082,28.6,1.1,-1.6,5.5,5.7,6.5
742,4.1,37.5,0.1,0.1,9.3,9.8,10.5
743,4.101,31.1,0.5,0.7,6.4,6.7,7.0
744,4.104,36.6,0.7,0.3,8.9,9.3,9.9
745,4.12,37.5,0.9,-0.8,9.4,9.8,10.8
746,4.121,34.0,1.1,0.3,7.7,8.0,8.5
747,4.128,39.1,1.2,0.5,10.3,10.7,11.3
748,4.129,36.4,0.7,-0.1,8.8,9.2,9.9
749,4.14,35.8,1.4,0.2,8.6,8.9,9.5
750,4.14,36.7,0.7,-0.6,9.0,9.4,10.3
751,4.1530000000000005,36.6,1.5,0.9,9.0,9.3,9.7
752,4.16,36.2,0.6,0.2,8.7,9.1,9.7
753,4.16,36.9,0.8,-0.6,9.1,9.5,10.4
754,4.178,37.8,1.0,-0.2,9.6,10.0,10.8
755,4.178,36.6,0.7,0.3,8.9,9.3,9.9
756,4.18,34.8,0.3,-0.3,8.0,8.4,9.1
757,4.18,35.8,1.4,0.2,8.6,8.9,9.5
758,4.199,38.2,1.0,-0.4,9.8,10.2,11.1
759,4.2,38.7,0.3,-0.1,10.0,10.5,11.3
760,4.203,38.2,1.8,-2.1,9.9,10.2,11.7
761,4.218999999999999,36.4,1.5,-0.4,8.9,9.2,10.0
762,4.22,40.2,0.7,-0.2,10.9,11.4,12.3
763,4.227,34.8,1.2,-0.9,8.1,8.4,9.3
764,4.228,38.7,0.3,-0.6,10.0,10.5,11.5
765,4.239,39.4,1.3,-0.3,10.5,10.9,11.8
766,4.24,39.9,0.6,-1.2,10.7,11.2,12.5
767,4.252,34.2,0.2,0.0,7.7,8.1,8.7
768,4.258,40.1,0.6,-1.2,10.8,11.3,12.6
769,4.26,40.7,1.5,-1.4,11.3,11.7,13.1
770,4.276,33.8,1.0,-0.4,7.6,7.9,8.6
771,4.277,42.6,1.1,-0.8,12.4,12.9,14.2
772,4.2780000000000005,32.3,0.7,0.5,6.9,7.2,7.6
773,4.28,39.9,0.6,-0.2,10.7,11.2,12.1
774,4.297,36.2,0.6,-0.1,8.7,9.1,9.8
775,4.3,38.2,1.8,-1.3,9.9,10.2,11.4
776,4.301,34.2,0.2,0.7,7.7,8.1,8.5
777,4.317,32.9,0.9,0.5,7.2,7.5,7.9
778,4.32,36.0,1.4,0.5,8.7,9.0,9.5
779,4.327,44.2,0.8,-1.3,13.4,14.0,15.6
780,4.337,34.4,1.1,0.0,7.9,8.2,8.8
781,4.34,36.4,0.7,-0.7,8.8,9.2,10.1
782,4.356,37.3,1.7,-0.8,9.4,9.7,10.7
783,4.36,36.9,-0.1,1.2,9.0,9.5,9.8
784,4.376,42.5,1.8,-2.0,12.4,12.8,14.6
785,4.38,35.4,1.3,1.4,8.4,8.7,8.9
786,4.395,42.3,1.8,-1.4,12.3,12.7,14.2
787,4.4,35.4,1.3,1.4,8.4,8.7,8.9
788,4.415,41.4,1.6,-2.0,11.7,12.1,13.8
789,4.42,35.2,0.4,1.7,8.2,8.6,8.7
790,4.435,38.6,1.1,-0.4,10.0,10.4,11.3
791,4.44,35.0,0.4,2.1,8.1,8.5,8.5
792,4.449,36.9,1.6,-0.9,9.2,9.5,10.5
793,4.454,38.7,0.3,-0.1,10.0,10.5,11.3
794,4.46,35.8,0.5,2.4,8.5,8.9,8.8
795,4.473,41.4,1.6,-1.0,11.7,12.1,13.4
796,4.474,39.4,1.3,-0.5,10.5,10.9,11.9
797,4.48,37.1,0.8,0.9,9.2,9.6,10.0
798,4.494,43.7,2.0,-1.6,13.2,13.6,15.3
799,4.498,36.4,0.7,0.2,8.8,9.2,9.8
800,4.5,40.2,1.4,-1.5,11.0,11.4,12.8
801,4.52,39.4,1.3,-0.3,10.5,10.9,11.8
802,4.522,36.9,0.8,0.0,9.1,9.5,10.2
803,4.526,35.2,0.4,0.4,8.2,8.6,9.1
804,4.54,44.1,2.1,-1.8,13.5,13.9,15.7
805,4.543,31.6,1.6,-0.7,6.7,6.9,7.6
806,4.547,33.4,0.9,0.6,7.4,7.7,8.1
807,4.56,40.9,0.8,-1.3,11.3,11.8,13.2
808,4.562,36.9,0.8,0.6,9.1,9.5,10.0
809,4.571000000000001,34.0,0.1,0.3,7.6,8.0,8.5
810,4.5760000000000005,36.0,1.4,0.5,8.7,9.0,9.5
811,4.58,42.2,1.1,-1.4,12.1,12.6,14.1
812,4.582,37.1,0.8,-0.3,9.2,9.6,10.4
813,4.596,34.8,1.2,0.4,8.1,8.4,8.9
814,4.6,39.1,1.2,-0.6,10.3,10.7,11.7
815,4.602,38.9,0.4,-0.9,10.1,10.6,11.7
816,4.62,35.8,0.5,-0.1,8.5,8.9,9.6
817,4.62,42.8,1.2,-1.3,12.5,13.0,14.5
818,4.621,38.6,0.3,-0.6,9.9,10.4,11.4
819,4.625,38.4,1.1,-1.8,9.9,10.3,11.7
820,4.64,39.9,1.3,-1.0,10.8,11.2,12.4
821,4.645,34.4,1.1,0.0,7.9,8.2,8.8
822,4.66,40.9,1.5,-1.1,11.4,11.8,13.1
823,4.67,36.4,1.5,-0.1,8.9,9.2,9.9
824,4.675,35.4,0.4,0.5,8.3,8.7,9.2
825,4.68,46.0,1.8,-2.9,14.8,15.3,17.8
826,4.694,39.6,1.3,0.6,10.6,11.0,11.6
827,4.718999999999999,39.7,1.3,-0.2,10.7,11.1,12.0
828,4.72,36.4,0.7,0.2,8.8,9.2,9.8
829,4.72,35.4,0.4,0.1,8.3,8.7,9.3
830,4.725,39.4,0.5,-0.8,10.4,10.9,12.0
831,4.73,34.6,1.2,0.0,8.0,8.3,8.9
832,4.739,38.7,1.1,0.5,10.1,10.5,11.1
833,4.74,38.6,0.3,0.5,9.9,10.4,11.0
834,4.743,39.1,1.2,0.8,10.3,10.7,11.2
835,4.75,40.2,0.7,-0.2,10.9,11.4,12.3
836,4.7589999999999995,39.9,1.3,-0.7,10.8,11.2,12.3
837,4.76,38.2,1.0,-0.1,9.8,10.2,11.0
838,4.768,38.9,1.9,0.8,10.3,10.6,11.1
839,4.77,38.9,0.4,0.5,10.1,10.6,11.2
840,4.775,34.0,0.1,0.3,7.6,8.0,8.5
841,4.779,43.4,1.3,-1.9,12.9,13.4,15.2
842,4.78,38.2,1.0,0.2,9.8,10.2,10.9
843,4.79,38.6,1.1,-0.4,10.0,10.4,11.3
844,4.792,37.3,1.7,-1.4,9.4,9.7,10.9
845,4.798,38.2,0.2,-0.4,9.7,10.2,11.1
846,4.8,37.5,0.9,-0.5,9.4,9.8,10.7
847,4.81,38.0,1.0,-0.4,9.7,10.1,11.0
848,4.8180000000000005,38.4,0.3,-1.0,9.8,10.3,11.4
849,4.82,40.4,1.4,-1.4,11.1,11.5,12.9
850,4.825,35.2,0.4,0.1,8.2,8.6,9.2
851,4.83,40.2,1.4,-0.4,11.0,11.4,12.4
852,4.838,37.7,0.9,-0.8,9.5,9.9,10.9
853,4.84,38.2,1.0,-0.4,9.8,10.2,11.1
854,4.85,38.7,1.1,-1.2,10.1,10.5,11.7
855,4.857,39.2,0.5,-0.6,10.3,10.8,11.8
856,4.86,39.4,1.3,0.0,10.5,10.9,11.7
857,4.87,39.1,0.4,0.8,10.2,10.7,11.2
858,4.877,39.2,1.2,-0.3,10.4,10.8,11.7
859,4.88,39.2,1.2,0.0,10.4,10.8,11.6
860,4.89,39.1,1.2,0.5,10.3,10.7,11.3
861,4.897,41.2,1.6,-1.8,11.6,12.0,13.6
862,4.9,38.0,1.0,1.0,9.7,10.1,10.5
863,4.91,39.2,1.2,0.0,10.4,10.8,11.6
864,4.916,42.2,1.1,-1.4,12.1,12.6,14.1
865,4.92,38.0,1.0,1.0,9.7,10.1,10.5
866,4.93,39.6,1.3,0.0,10.6,11.0,11.8
867,4.936,39.6,1.3,0.0,10.6,11.0,11.8
868,4.94,38.2,1.8,-0.4,9.9,10.2,11.1
869,4.94,29.7,1.3,-0.6,5.9,6.1,6.7
870,4.95,35.0,1.3,-0.2,8.2,8.5,9.2
871,4.956,39.4,1.3,-0.3,10.5,10.9,11.8
872,4.96,37.8,1.0,0.1,9.6,10.0,10.7
873,4.9639999999999995,37.5,0.9,0.4,9.4,9.8,10.4
874,4.97,37.1,0.8,0.9,9.2,9.6,10.0
875,4.975,38.7,1.1,0.2,10.1,10.5,11.2
876,4.98,39.6,0.5,0.6,10.5,11.0,11.6
877,4.989,40.4,0.7,-1.4,11.0,11.5,12.9
878,4.99,37.3,0.8,-0.5,9.3,9.7,10.6
879,4.995,36.4,0.7,0.2,8.8,9.2,9.8
880,5.0,37.7,0.1,0.7,9.4,9.9,10.4
881,5.01,38.0,0.2,0.1,9.6,10.1,10.8
882,5.013,33.4,0.9,0.6,7.4,7.7,8.1
883,5.015,39.6,1.3,-1.0,10.6,11.0,12.2
884,5.02,38.9,1.2,0.8,10.2,10.6,11.1
885,5.024,41.8,0.3,-1.0,11.8,12.4,13.7
