,Depth CSF-B (m),Magnetic susceptibility (instr. units)
25169,910.425,84.0
25170,910.45,78.0
25171,910.475,76.4
25172,910.5,99.0
25173,910.525,116.8
25174,910.55,113.8
25175,910.575,83.2
25176,910.6,93.0
25177,910.625,136.0
25178,910.65,126.0
25179,910.675,80.4
25180,910.7,84.6
25181,910.725,121.0
25182,910.75,111.2
25183,910.775,72.2
25184,910.8,99.6
25185,910.825,110.0
25186,910.85,85.0
25187,910.875,108.2
25188,910.9,129.8
25189,910.925,108.8
25190,910.95,125.8
25191,910.975,139.8
25192,911.0,131.0
25193,911.025,111.0
25194,911.05,78.0
25195,911.075,73.0
25196,911.1,107.8
25197,911.125,81.6
25198,911.15,46.8
25199,911.175,14.2
25200,911.2,17.0
25201,911.225,51.6
25202,911.25,70.4
25203,911.275,64.0
25204,911.3,83.8
25205,911.325,81.0
25206,911.35,95.4
25207,911.375,96.2
25208,911.4,61.4
25209,911.425,50.2
25210,911.45,59.8
25211,911.475,50.2
25212,913.8,18.8
25213,913.825,56.2
25214,913.85,84.0
25215,913.875,73.2
25216,913.9,85.2
25217,913.925,95.6
25218,913.95,67.6
25219,913.975,69.4
25220,914.0,105.0
25221,914.025,108.4
25222,914.05,81.0
25223,914.075,97.2
25224,914.1,86.4
25225,914.125,76.0
25226,914.15,71.4
25227,914.175,72.0
25228,914.2,66.6
25229,914.225,95.2
25230,914.25,84.2
25231,914.275,74.0
25232,914.3,75.2
25233,914.325,72.6
25234,914.35,74.6
25235,914.375,62.2
25236,914.4,72.0
25237,914.425,82.8
25238,914.45,58.0
25239,914.475,50.0
25240,914.5,62.2
25241,914.525,71.6
25242,914.55,112.8
25243,914.575,148.4
25244,914.6,159.4
25245,914.625,151.4
25246,914.65,94.0
25247,914.655,80.6
25248,914.68,136.0
25249,914.705,159.2
25250,914.73,174.0
25251,914.755,187.8
25252,914.78,189.2
25253,914.805,177.4
25254,914.83,165.6
25255,914.855,171.8
25256,914.88,203.6
25257,914.905,218.8
25258,914.93,215.2
25259,914.955,219.0
25260,914.98,213.2
25261,915.005,189.6
25262,915.03,159.0
25263,915.055,147.4
25264,915.08,157.6
25265,915.105,155.0
25266,915.13,158.6
25267,915.155,169.8
25268,915.18,164.0
25269,915.205,161.6
25270,915.23,173.2
25271,915.255,180.4
25272,915.28,179.4
25273,915.305,170.0
25274,915.33,155.4
25275,915.355,143.8
25276,915.38,142.6
25277,915.405,145.4
25278,915.43,115.6
25279,915.455,71.0
25280,915.48,107.0
25281,915.505,131.4
25282,915.53,137.4
25283,915.555,152.6
25284,915.58,165.2
25285,915.605,176.0
25286,915.63,195.2
25287,915.655,234.0
25288,915.68,276.6
25289,915.705,304.0
25290,915.73,304.8
25291,915.755,290.4
25292,915.78,268.0
25293,915.805,237.4
25294,915.83,177.4
25295,915.855,87.8
25296,915.88,57.0
25297,915.905,56.8
25298,915.93,62.6
25299,915.955,106.8
25300,915.98,144.2
25301,916.005,154.0
25302,916.03,150.4
25303,916.055,157.8
25304,916.08,173.4
25305,916.105,185.2
25306,916.13,161.4
25307,916.166,155.8
25308,916.191,166.6
25309,916.216,161.4
25310,916.2410000000001,154.0
25311,916.2660000000001,147.0
25312,916.291,144.6
25313,916.316,150.0
25314,916.341,172.4
25315,916.3660000000001,214.4
25316,916.3910000000001,221.0
25317,916.416,207.8
25318,916.441,208.4
25319,916.466,205.0
25320,916.4910000000001,198.6
25321,916.5160000000001,194.2
25322,916.541,192.4
25323,916.566,186.0
25324,916.591,168.2
25325,916.6160000000001,122.4
25326,916.6410000000001,72.0
25327,916.666,83.8
25328,916.691,94.0
25329,916.716,68.4
25330,916.7410000000001,64.8
25331,916.7660000000001,73.6
25332,916.791,89.6
25333,916.816,104.4
25334,916.841,135.2
25335,916.8660000000001,141.0
25336,916.8910000000001,136.8
25337,916.916,121.0
25338,916.941,112.0
25339,916.966,116.2
25340,916.9910000000001,90.6
25341,917.0160000000001,91.6
25342,917.041,95.2
25343,917.066,88.0
25344,917.091,73.6
25345,917.115,80.8
25346,917.14,75.0
25347,917.165,63.0
25348,917.19,70.0
25349,917.215,68.6
25350,917.24,89.0
25351,917.265,83.4
25352,917.29,107.8
25353,917.315,123.8
25354,917.34,125.2
25355,917.365,126.6
25356,917.39,130.8
25357,917.415,130.8
25358,917.44,124.4
25359,917.465,103.8
25360,917.49,112.0
25361,917.515,130.6
25362,917.54,134.2
25363,917.565,120.2
25364,917.59,93.0
25365,917.615,82.0
25366,917.6419999999999,66.0
25367,917.6669999999999,80.4
25368,917.692,77.0
25369,917.717,56.4
25370,917.742,34.4
25371,917.7669999999999,43.0
25372,917.7919999999999,47.2
25373,917.817,51.0
25374,917.842,94.6
25375,917.867,155.6
25376,917.8919999999999,107.0
25377,923.5,29.4
25378,923.525,108.8
25379,923.55,158.4
25380,923.575,108.0
25381,923.6,75.8
25382,923.625,80.0
25383,923.65,75.6
25384,923.675,65.0
25385,923.7,89.6
25386,923.725,180.6
25387,923.75,243.8
25388,923.775,198.2
25389,923.8,123.2
25390,923.825,114.4
25391,923.85,111.8
25392,923.875,140.0
25393,923.9,198.2
25394,923.925,200.2
25395,923.95,198.2
25396,923.975,205.4
25397,924.0,218.0
25398,924.025,228.0
25399,924.05,235.8
25400,924.075,235.0
25401,924.1,227.0
25402,924.125,192.4
25403,924.15,227.8
25404,924.175,268.0
25405,924.2,281.2
25406,924.225,281.4
25407,924.25,287.8
25408,924.275,284.4
25409,924.3,258.4
25410,924.325,235.0
25411,924.35,214.8
25412,924.375,211.0
25413,924.4,224.4
25414,924.425,229.4
25415,924.45,232.6
25416,924.475,238.6
25417,924.5,201.0
25418,924.525,122.6
25419,924.55,104.2
25420,924.575,91.4
25421,924.6,102.6
25422,924.625,84.2
25423,924.65,80.6
25424,924.675,78.2
25425,924.7,114.4
25426,924.725,137.0
25427,924.75,112.6
25428,924.775,112.0
25429,924.8,138.6
25430,924.825,138.8
25431,924.85,123.8
25432,924.875,109.8
25433,924.9,140.8
25434,924.925,102.4
25435,924.951,120.4
25436,924.9760000000001,160.4
25437,925.0010000000001,162.4
25438,925.0260000000001,138.8
25439,925.051,141.6
25440,925.076,187.2
25441,925.1010000000001,183.6
25442,925.1260000000001,259.4
25443,925.1510000000001,303.0
25444,925.176,307.2
25445,925.201,336.2
25446,925.2260000000001,355.0
25447,925.2510000000001,342.6
25448,925.2760000000001,343.2
25449,925.301,368.0
25450,925.326,392.4
25451,925.3510000000001,398.0
25452,925.3760000000001,407.8
25453,925.4010000000001,452.6
25454,925.426,454.0
25455,925.451,407.4
25456,925.4760000000001,368.0
25457,925.5010000000001,353.8
25458,925.5260000000001,342.4
25459,925.551,370.2
25460,925.576,388.4
25461,925.6010000000001,329.4
25462,925.6260000000001,265.0
25463,925.6510000000001,247.0
25464,925.676,257.6
25465,925.701,256.4
25466,925.7260000000001,198.8
25467,925.7510000000001,116.4
25468,925.7760000000001,118.2
25469,925.801,110.0
25470,925.826,117.0
25471,925.8510000000001,215.8
25472,925.8760000000001,247.8
25473,925.9010000000001,144.4
25474,925.926,123.6
25475,925.951,146.2
25476,925.9760000000001,141.8
25477,926.0010000000001,151.4
25478,926.0260000000001,250.0
25479,926.051,524.0
25480,926.076,832.6
25481,926.1010000000001,1045.6
25482,926.1260000000001,1160.6
25483,926.1510000000001,1241.6
25484,926.176,1274.0
25485,926.201,1269.0
25486,926.2260000000001,1248.0
25487,926.2510000000001,1224.2
25488,926.2760000000001,1223.8
25489,926.301,1218.2
25490,926.326,1190.0
25491,926.3510000000001,1122.6
25492,926.3760000000001,825.4
25493,926.393,597.6
25494,926.418,999.8
25495,926.443,1119.8
25496,926.4680000000001,1156.2
25497,926.493,1161.6
25498,926.518,1139.0
25499,926.543,1127.8
25500,926.568,1170.4
25501,926.5930000000001,1212.8
25502,926.618,1254.6
25503,926.643,1289.2
25504,926.668,1299.4
25505,926.693,1268.0
25506,926.7180000000001,1262.8
25507,926.743,1255.0
25508,926.768,1215.2
25509,926.793,1200.8
25510,926.818,1186.2
25511,926.8430000000001,1159.0
25512,926.868,1139.4
25513,926.893,1131.4
25514,926.918,1120.2
25515,926.943,1107.2
25516,926.9680000000001,1095.4
25517,926.993,1086.6
25518,927.018,1065.8
25519,927.043,1043.2
25520,927.068,962.2
25521,927.0930000000001,746.4
25522,927.118,320.6
25523,927.1239999999999,369.8
25524,927.1489999999999,743.0
25525,927.174,832.8
25526,927.199,854.4
25527,927.2239999999999,871.0
25528,927.2489999999999,892.0
25529,927.2739999999999,924.6
25530,927.299,972.6
25531,927.324,1024.4
25532,927.3489999999999,1059.6
25533,927.3739999999999,1089.4
25534,927.3989999999999,1121.2
25535,927.424,1176.0
25536,927.449,1236.4
25537,927.4739999999999,1255.0
25538,927.4989999999999,1266.4
25539,927.5239999999999,1273.0
25540,927.549,1289.2
25541,927.574,1292.2
25542,927.5989999999999,1295.8
25543,927.6239999999999,1324.0
25544,927.6489999999999,1327.4
25545,927.674,1405.0
25546,927.699,1594.6
25547,927.7239999999999,1752.4
25548,927.7489999999999,1496.2
25549,927.7739999999999,1365.4
25550,927.799,1422.8
25551,927.824,1494.0
25552,927.8489999999999,1455.6
25553,927.8739999999999,1445.2
25554,927.8989999999999,1562.2
25555,927.924,1696.2
25556,927.949,1768.4
25557,927.9739999999999,1827.8
25558,927.9989999999999,1971.0
25559,928.0239999999999,2016.6
25560,928.049,1989.4
25561,928.074,2040.8
25562,928.0989999999999,1906.0
25563,928.1239999999999,1793.0
25564,928.1489999999999,1739.2
25565,928.174,1711.0
25566,928.199,1687.0
25567,928.2239999999999,1647.2
25568,928.2489999999999,1575.8
25569,928.2739999999999,1496.0
25570,928.299,1416.6
25571,928.324,1365.0
25572,928.3489999999999,1336.0
25573,928.3739999999999,1320.6
25574,928.3989999999999,1279.2
25575,928.424,993.6
25576,928.449,373.0
25577,928.457,725.8
25578,928.482,1253.8
25579,928.507,1436.0
25580,928.5319999999999,1481.8
25581,928.557,1571.2
25582,928.582,1671.4
25583,928.607,1699.2
25584,928.632,1718.4
25585,928.6569999999999,1727.2
25586,928.682,1743.2
25587,928.707,1741.0
25588,928.732,1718.8
25589,928.757,1637.6
25590,928.7819999999999,1506.4
25591,928.807,1433.0
25592,928.832,1462.8
25593,928.857,1465.2
25594,928.882,1460.0
25595,928.9069999999999,1411.8
25596,928.932,1371.8
25597,928.957,1352.0
25598,928.982,1350.2
25599,929.007,1376.8
25600,929.0319999999999,1421.8
25601,929.057,1448.8
25602,929.082,1466.2
25603,929.107,1484.2
25604,929.132,1519.4
25605,929.1569999999999,1543.6
25606,929.182,1538.2
25607,929.207,1532.4
25608,929.232,1546.2
25609,929.257,1583.4
25610,929.2819999999999,1648.2
25611,929.307,1633.0
25612,929.332,1601.4
25613,929.357,1584.8
25614,929.382,1506.0
25615,929.4069999999999,1401.6
25616,929.432,1392.6
25617,929.457,1423.6
25618,929.482,1402.4
25619,929.507,1329.2
25620,929.5319999999999,1228.2
25621,929.557,1084.2
25622,929.582,853.0
25623,929.607,654.2
25624,929.632,580.4
25625,929.6569999999999,589.0
25626,929.682,596.0
25627,929.707,573.2
25628,929.732,564.0
25629,929.757,578.2
25630,929.7819999999999,598.6
25631,929.807,467.2
25632,929.842,621.6
25633,929.867,1199.0
25634,929.8919999999999,1519.8
25635,929.9169999999999,1666.6
25636,929.942,1730.0
25637,929.967,1731.0
25638,929.992,1708.8
25639,930.0169999999999,1760.2
25640,930.0419999999999,1767.4
25641,930.067,1738.2
25642,930.092,1718.4
25643,930.117,1713.6
25644,930.1419999999999,1722.0
25645,930.1669999999999,1804.2
25646,930.192,1919.4
25647,930.217,1866.0
25648,930.242,1736.8
25649,930.2669999999999,1613.0
25650,930.2919999999999,1429.4
25651,930.317,1013.8
25652,930.342,619.2
25653,930.367,366.0
25654,930.3919999999999,336.2
25655,930.4169999999999,526.0
25656,930.442,699.6
25657,930.467,658.0
25658,930.492,434.2
25659,930.5169999999999,159.0
25660,930.5419999999999,36.8
25661,930.567,10.6
25662,930.592,8.2
25663,930.617,23.6
25664,930.6419999999999,90.8
25665,930.6669999999999,218.4
25666,930.692,314.6
25667,930.717,333.8
25668,930.742,294.0
25669,930.7669999999999,243.4
25670,930.7919999999999,210.8
25671,930.817,185.6
25672,930.841,159.2
25673,930.8660000000001,155.0
25674,930.8910000000001,190.4
25675,930.916,230.0
25676,930.942,320.0
25677,930.966,436.6
25678,930.9910000000001,416.4
25679,931.0160000000001,331.0
25680,931.041,326.0
25681,931.067,345.8
25682,931.091,342.0
25683,931.1160000000001,296.0
25684,931.1410000000001,189.2
25685,931.1669999999999,88.2
25686,931.192,176.8
25687,931.217,233.4
25688,931.242,251.4
25689,931.2669999999999,214.2
25690,931.2919999999999,182.6
25691,931.317,173.0
25692,931.342,166.2
25693,931.367,157.8
25694,931.3919999999999,152.4
25695,931.4169999999999,150.0
25696,931.442,151.8
25697,931.467,172.6
25698,931.492,181.0
25699,931.5169999999999,195.6
25700,931.5419999999999,241.4
25701,931.567,245.4
25702,931.592,227.6
25703,931.617,220.8
25704,931.6419999999999,259.0
25705,931.6669999999999,300.0
25706,931.692,304.2
25707,931.717,273.2
25708,931.742,288.0
25709,931.7669999999999,285.8
25710,931.7919999999999,268.2
25711,931.817,280.8
25712,931.842,348.6
25713,931.867,408.0
25714,931.8919999999999,464.8
25715,931.9169999999999,545.0
25716,931.942,656.0
25717,931.967,804.2
25718,931.992,970.2
25719,932.0169999999999,1123.4
25720,932.0419999999999,1275.2
25721,932.067,1326.8
25722,932.092,1289.0
25723,932.117,1142.8
25724,932.14,462.0
25725,932.165,1002.0
25726,932.19,1227.4
25727,932.215,1290.6
25728,932.24,1293.8
25729,932.265,1281.2
25730,932.29,1282.2
25731,932.315,1280.0
25732,932.34,1281.8
25733,932.365,1293.0
25734,932.39,1307.2
25735,932.415,1310.6
25736,932.44,1312.4
25737,932.465,1298.0
25738,932.49,1281.4
25739,932.515,1272.2
25740,932.54,1283.0
25741,932.565,1295.8
25742,932.59,1302.6
25743,932.615,1303.4
25744,932.64,1284.6
25745,932.665,1265.0
25746,932.69,1242.2
25747,932.715,1237.2
25748,932.74,1249.0
25749,932.765,1255.0
25750,932.79,1254.6
25751,932.815,1188.2
25752,932.84,1013.2
25753,932.865,828.8
25754,932.89,734.2
25755,932.915,679.4
25756,932.94,683.6
25757,932.965,692.0
25758,932.99,684.6
25759,933.015,671.6
25760,933.04,653.2
25761,933.065,629.8
25762,933.09,562.6
25763,933.115,318.4
25764,933.2,156.4
25765,933.225,387.0
25766,933.25,463.8
25767,933.275,335.8
25768,933.3,416.6
25769,933.325,577.0
25770,933.35,631.4
25771,933.375,636.0
25772,933.4,604.8
25773,933.425,510.2
25774,933.45,394.0
25775,933.475,464.6
25776,933.5,514.4
25777,933.525,530.0
25778,933.55,543.0
25779,933.575,553.6
25780,933.6,554.0
25781,933.625,561.2
25782,933.65,564.8
25783,933.675,548.8
25784,933.7,534.4
25785,933.725,533.6
25786,933.75,522.6
25787,933.775,515.4
25788,933.8,529.2
25789,933.825,561.0
25790,933.85,577.8
25791,933.875,569.8
25792,933.9,566.4
25793,933.925,554.6
25794,933.95,503.4
25795,933.975,407.6
25796,934.0,479.8
25797,934.025,537.2
25798,934.05,549.4
25799,934.075,552.6
25800,934.1,552.8
25801,934.125,552.4
25802,934.15,555.0
25803,934.175,562.4
25804,934.2,573.4
25805,934.225,580.2
25806,934.25,577.8
25807,934.275,563.8
25808,934.3,552.2
25809,934.325,556.2
25810,934.35,564.2
25811,934.375,567.4
25812,934.4,574.8
25813,934.425,581.0
25814,934.45,576.4
25815,934.475,568.8
25816,934.5,538.0
25817,934.525,402.4
25818,934.55,153.4
25819,934.556,211.8
25820,934.581,459.8
25821,934.6060000000001,561.0
25822,934.6310000000001,581.0
25823,934.6560000000001,587.8
25824,934.681,590.2
25825,934.706,589.8
25826,934.7310000000001,591.0
25827,934.7560000000001,592.2
25828,934.7810000000001,602.6
25829,934.806,605.8
25830,934.831,607.6
25831,934.8560000000001,611.2
25832,934.8810000000001,615.8
25833,934.9060000000001,588.4
25834,934.931,486.2
25835,934.956,349.0
25836,934.9810000000001,248.2
25837,935.0060000000001,274.6
25838,935.0310000000001,299.8
25839,935.056,442.4
25840,935.081,536.8
25841,935.1060000000001,570.6
25842,935.1310000000001,586.0
25843,935.1560000000001,601.4
25844,935.181,624.8
25845,935.206,655.4
25846,935.2310000000001,677.2
25847,935.2560000000001,683.2
25848,935.2810000000001,677.0
25849,935.306,670.0
25850,935.331,665.0
25851,935.3560000000001,640.2
25852,935.3810000000001,617.0
25853,935.4060000000001,609.4
25854,935.431,612.8
25855,935.456,610.2
25856,935.4810000000001,557.4
25857,935.5060000000001,420.0
25858,935.5310000000001,507.0
25859,935.556,602.8
25860,935.581,632.0
25861,935.6060000000001,644.4
25862,935.6310000000001,649.6
25863,935.6560000000001,645.8
25864,935.681,650.2
25865,935.706,654.6
25866,935.7310000000001,648.4
25867,935.7560000000001,647.4
25868,935.7810000000001,653.2
25869,935.806,649.8
25870,935.831,633.0
25871,935.8560000000001,624.2
25872,935.8810000000001,635.4
25873,935.9060000000001,634.8
25874,935.931,634.2
25875,935.956,633.0
25876,935.9810000000001,640.2
25877,936.0060000000001,642.4
25878,936.0310000000001,555.2
25879,936.053,374.8
25880,936.077,468.0
25881,936.102,550.0
25882,936.127,560.8
25883,936.1519999999999,561.8
25884,936.178,577.6
25885,936.202,589.6
25886,936.227,595.0
25887,936.252,595.6
25888,936.2769999999999,594.6
25889,936.303,589.4
25890,936.327,592.0
25891,936.352,597.6
25892,936.377,598.6
25893,936.403,602.2
25894,936.428,616.4
25895,936.452,630.8
25896,936.477,635.6
25897,936.502,641.0
25898,936.528,647.2
25899,936.553,633.2
25900,936.577,614.0
25901,936.602,629.0
25902,936.627,595.4
25903,936.653,597.0
25904,936.678,587.4
25905,936.702,470.6
25906,936.727,536.2
25907,936.753,648.0
25908,936.778,664.6
25909,936.803,668.6
25910,936.827,675.6
25911,936.852,677.2
25912,936.878,685.0
25913,936.903,697.2
25914,936.928,703.2
25915,936.952,705.0
25916,936.977,714.0
25917,937.003,725.0
25918,937.0269999999999,737.0
25919,937.052,756.6
25920,937.077,765.6
25921,937.102,753.0
25922,937.127,751.2
25923,937.1519999999999,753.8
25924,937.177,741.0
25925,937.202,644.0
25926,937.227,326.2
25927,937.252,80.8
25928,937.2769999999999,18.0
25929,937.302,4.6
25930,937.327,1.0
25931,937.33,189.0
25932,937.355,502.4
25933,937.38,651.0
25934,937.405,667.4
25935,937.43,661.6
25936,937.455,658.4
25937,937.48,677.2
25938,937.505,689.0
25939,937.53,691.4
25940,937.555,711.8
25941,937.58,731.0
25942,937.605,753.0
25943,937.63,762.4
25944,937.655,755.6
25945,937.68,744.2
25946,937.705,680.0
25947,937.73,507.4
25948,937.755,437.0
25949,937.78,460.0
25950,937.805,481.8
25951,937.83,606.0
25952,937.855,688.0
25953,937.88,703.6
25954,937.905,583.2
25955,937.93,410.8
25956,937.955,438.6
25957,937.98,551.4
25958,938.005,504.4
25959,938.03,365.0
25960,938.055,310.6
25961,938.08,255.0
25962,938.105,349.2
25963,938.13,476.0
25964,938.155,501.0
25965,938.18,470.4
25966,938.205,375.8
25967,938.23,239.6
25968,938.255,182.2
25969,938.28,138.8
25970,938.305,129.0
25971,938.33,147.8
25972,938.355,231.4
25973,938.38,386.6
25974,938.405,488.0
25975,938.43,514.0
25976,938.455,537.6
25977,938.48,619.0
25978,938.505,589.8
25979,938.53,454.6
25980,938.555,332.6
25981,938.57,215.8
25982,938.595,432.4
25983,938.62,489.4
25984,938.645,489.0
25985,938.67,470.4
25986,938.695,507.2
25987,938.72,554.4
25988,938.745,543.4
25989,938.77,501.0
25990,938.795,463.0
25991,938.82,461.4
25992,938.845,516.0
25993,938.87,565.6
25994,938.895,568.4
25995,938.92,565.8
25996,938.945,548.6
25997,938.97,523.0
25998,938.995,495.6
25999,939.02,453.4
26000,939.045,368.0
26001,939.07,302.6
26002,939.095,269.2
26003,939.12,251.0
26004,939.145,196.2
26005,939.17,138.2
26006,939.195,123.8
26007,939.22,130.6
26008,939.245,196.6
26009,939.27,287.8
26010,939.295,314.0
26011,939.32,309.4
26012,939.345,246.2
26013,939.37,178.8
26014,939.395,124.0
26015,939.42,114.0
26016,939.445,174.8
26017,939.47,197.8
26018,939.495,189.0
26019,939.52,204.0
26020,939.545,148.6
26021,939.57,99.0
26022,939.595,123.8
26023,939.62,167.8
26024,939.645,244.2
26025,939.67,279.0
26026,939.695,223.0
26027,939.72,141.4
26028,939.732,39.8
26029,939.757,77.2
26030,939.7819999999999,91.8
26031,939.807,129.2
26032,939.832,199.0
26033,939.857,237.0
26034,939.882,256.0
26035,939.9069999999999,260.4
26036,939.932,296.4
26037,939.957,309.0
26038,939.982,366.0
26039,940.007,346.6
26040,940.0319999999999,303.6
26041,940.057,311.8
26042,940.082,309.0
26043,940.107,261.2
26044,940.132,237.4
26045,940.1569999999999,299.0
26046,940.182,305.6
26047,940.207,386.4
26048,940.232,415.0
26049,940.257,340.4
26050,940.2819999999999,427.4
26051,940.307,381.2
26052,940.332,271.6
26053,940.357,295.0
26054,940.382,285.2
26055,940.4069999999999,250.0
26056,940.432,227.0
26057,940.457,129.0
26058,942.9,56.4
26059,942.925,122.4
26060,942.95,169.8
26061,942.975,157.2
26062,943.0,190.8
26063,943.025,305.0
26064,943.05,241.4
26065,943.075,252.4
26066,943.1,254.0
26067,943.125,213.4
26068,943.15,251.0
26069,943.175,309.4
26070,943.2,255.0
26071,943.225,167.0
26072,943.25,173.8
26073,943.275,184.0
26074,943.3,184.2
26075,943.325,143.6
26076,943.35,161.4
26077,943.375,264.2
26078,943.4,296.0
26079,943.425,281.4
26080,943.45,267.4
26081,943.475,250.6
26082,943.5,172.0
26083,943.525,141.8
26084,943.55,158.0
26085,943.575,125.4
26086,943.6,133.6
26087,943.625,157.4
26088,943.65,243.2
26089,943.675,265.0
26090,943.7,231.6
26091,943.725,167.6
26092,943.75,174.0
26093,943.775,289.0
26094,943.8,348.8
26095,943.825,343.6
26096,943.85,338.0
26097,943.875,345.0
26098,943.9,353.0
26099,943.925,323.8
26100,943.95,230.8
26101,943.9830000000001,268.4
26102,944.008,399.8
26103,944.033,602.2
26104,944.058,679.6
26105,944.0830000000001,585.8
26106,944.1080000000001,461.4
26107,944.133,402.0
26108,944.158,386.0
26109,944.183,397.6
26110,944.2080000000001,406.0
26111,944.2330000000001,421.4
26112,944.258,434.4
26113,944.283,450.0
26114,944.308,448.8
26115,944.3330000000001,441.2
26116,944.3580000000001,449.6
26117,944.383,480.2
26118,944.408,431.2
26119,944.433,319.0
26120,944.4580000000001,450.2
26121,944.4830000000001,510.8
26122,944.508,517.0
26123,944.533,517.4
26124,944.558,511.0
26125,944.5830000000001,484.2
26126,944.6080000000001,405.0
26127,944.633,352.0
26128,944.658,574.8
26129,944.683,887.6
26130,944.7080000000001,1058.0
26131,944.7330000000001,1046.8
26132,944.758,808.4
26133,944.783,520.0
26134,944.808,423.0
26135,944.8330000000001,321.4
26136,944.8580000000001,347.2
26137,944.883,269.8
26138,944.908,274.8
26139,944.933,324.0
26140,944.9580000000001,260.4
26141,944.9830000000001,251.4
26142,945.008,283.2
26143,945.033,281.8
26144,945.058,313.0
26145,945.0830000000001,242.0
26146,945.1080000000001,310.8
26147,945.133,300.0
26148,945.158,337.2
26149,945.183,353.0
26150,945.2080000000001,307.8
26151,945.2330000000001,349.4
26152,945.258,327.4
26153,945.283,231.8
26154,945.308,216.8
26155,945.3330000000001,257.6
26156,945.3580000000001,265.6
26157,945.383,277.8
26158,945.408,182.4
26159,945.433,157.0
26160,945.4639999999999,142.6
26161,945.4889999999999,142.0
26162,945.5139999999999,165.4
26163,945.539,211.0
26164,945.564,136.2
26165,945.5889999999999,122.4
26166,945.6139999999999,212.8
26167,945.6389999999999,288.0
26168,945.664,218.6
26169,945.689,209.4
26170,945.7139999999999,234.0
26171,945.7389999999999,214.4
26172,945.7639999999999,236.0
26173,945.789,276.0
26174,945.814,349.2
26175,945.8389999999999,380.2
26176,945.8639999999999,332.6
26177,945.8889999999999,333.6
26178,945.914,429.0
26179,945.939,434.6
26180,945.9639999999999,395.0
26181,945.9889999999999,355.8
26182,946.0139999999999,340.2
26183,946.039,284.2
26184,946.064,207.6
26185,946.0889999999999,278.0
26186,946.1139999999999,233.2
26187,946.1389999999999,146.2
26188,946.164,120.0
26189,946.189,112.6
26190,946.2139999999999,73.8
26191,946.2389999999999,47.8
26192,946.2639999999999,56.8
26193,946.289,99.0
26194,946.314,117.8
26195,946.3389999999999,112.2
26196,946.3639999999999,79.0
26197,946.3889999999999,63.0
26198,946.413,60.0
26199,946.438,74.6
26200,946.4630000000001,61.8
26201,946.488,49.2
26202,946.513,52.0
26203,946.538,54.8
26204,946.563,70.0
26205,946.5880000000001,58.4
26206,946.613,38.8
26207,946.638,39.6
26208,946.663,41.0
26209,946.688,43.2
26210,952.6,132.0
26211,952.625,304.8
26212,952.65,325.0
26213,952.675,216.0
26214,952.7,103.0
26215,952.725,92.0
26216,952.75,93.6
26217,952.775,92.6
26218,952.8,93.8
26219,952.825,95.0
26220,952.85,96.4
26221,952.875,91.2
26222,952.9,83.6
26223,952.925,79.6
26224,952.95,75.4
26225,952.975,56.4
26226,953.0,30.8
26227,953.025,23.6
26228,953.05,21.6
26229,953.075,32.8
26230,953.1,62.0
26231,953.125,61.0
26232,953.15,50.6
26233,953.175,50.2
26234,953.2,47.2
26235,953.225,41.0
26236,962.3,14.0
26237,962.325,43.2
26238,962.35,61.0
26239,962.375,111.0
26240,962.4,149.0
26241,962.425,97.6
26242,962.45,59.0
26243,962.475,72.6
26244,962.5,57.4
26245,962.525,59.0
26246,962.55,82.6
26247,962.575,92.0
26248,962.6,90.2
26249,962.625,88.0
26250,962.65,88.2
26251,962.675,88.0
26252,962.7,86.6
26253,962.725,86.6
26254,962.75,85.0
26255,962.775,87.6
26256,962.8,93.6
26257,962.825,93.0
26258,962.85,80.0
26259,962.875,116.2
26260,962.9,121.4
26261,962.925,114.6
26262,962.95,111.8
26263,962.975,111.0
26264,963.0,110.6
26265,963.025,110.0
26266,963.05,104.2
26267,963.075,98.6
26268,963.1,104.0
26269,963.125,111.8
26270,963.15,125.6
26271,963.175,102.8
26272,963.2,51.6
26273,963.22,14.4
26274,963.245,33.8
26275,963.27,44.0
26276,963.295,58.8
26277,963.32,74.4
26278,963.345,89.0
26279,963.37,100.8
26280,963.395,104.2
26281,963.42,107.4
26282,963.445,100.0
26283,963.47,68.8
26284,963.495,66.0
26285,963.52,68.8
26286,963.545,78.2
26287,963.57,90.4
26288,963.595,90.0
26289,963.62,81.6
26290,963.645,83.2
26291,963.67,84.0
26292,963.695,79.4
26293,963.72,77.4
26294,963.745,76.4
26295,963.77,74.0
26296,963.795,70.0
26297,963.82,69.8
26298,963.845,75.6
26299,963.87,78.4
26300,963.895,79.0
26301,963.92,77.2
26302,963.945,75.6
26303,963.97,76.2
26304,963.995,78.4
26305,964.02,85.2
26306,964.045,95.2
26307,964.07,105.8
26308,964.095,110.0
26309,964.12,107.2
26310,964.145,104.2
26311,964.17,96.2
26312,964.195,90.4
26313,964.22,94.6
26314,964.245,89.4
26315,964.27,88.8
26316,964.295,89.6
26317,964.32,90.8
26318,964.345,94.0
26319,964.37,95.8
26320,964.395,93.4
26321,964.42,91.0
26322,964.445,87.0
26323,964.47,82.6
26324,964.495,87.0
26325,964.52,87.0
26326,964.545,69.4
26327,964.57,29.4
26328,964.57,25.0
26329,964.595,64.0
26330,964.62,82.8
26331,964.645,89.6
26332,964.67,98.8
26333,964.695,97.0
26334,964.72,76.4
26335,964.745,66.8
26336,964.77,69.4
