,Depth CSF-B (m),Magnetic susceptibility (instr. units)
14826,395.673,38.4
14827,395.69800000000004,39.2
14828,395.723,38.0
14829,395.74800000000005,35.6
14830,395.773,34.6
14831,395.798,33.0
14832,395.82300000000004,33.0
14833,395.848,35.0
14834,395.87300000000005,36.0
14835,395.898,35.0
14836,395.923,34.6
14837,395.94800000000004,34.4
14838,395.973,34.6
14839,395.99800000000005,35.2
14840,396.023,36.0
14841,396.048,36.0
14842,396.07300000000004,35.4
14843,396.098,35.8
14844,396.12300000000005,35.0
14845,396.148,35.4
14846,396.173,36.8
14847,396.19800000000004,37.6
14848,396.223,36.4
14849,396.24800000000005,36.6
14850,396.273,36.0
14851,396.298,36.0
14852,396.32300000000004,36.6
14853,396.348,36.4
14854,396.37300000000005,36.0
14855,396.398,35.4
14856,396.423,37.6
14857,396.44800000000004,39.8
14858,396.473,41.0
14859,396.49800000000005,39.2
14860,396.523,38.2
14861,396.548,38.2
14862,396.57300000000004,39.6
14863,396.598,39.8
14864,396.62300000000005,40.2
14865,396.648,39.2
14866,396.673,38.2
14867,396.69800000000004,35.2
14868,396.716,40.6
14869,396.741,44.6
14870,396.76599999999996,41.8
14871,396.791,38.2
14872,396.816,46.4
14873,396.841,57.2
14874,396.866,66.0
14875,396.89099999999996,66.0
14876,396.916,59.0
14877,396.941,50.2
14878,396.966,42.8
14879,396.991,38.8
14880,397.01599999999996,41.0
14881,397.041,39.8
14882,397.066,44.8
14883,397.091,42.2
14884,397.116,42.0
14885,397.14099999999996,42.2
14886,397.166,43.0
14887,397.191,43.2
14888,397.216,43.8
14889,397.241,44.8
14890,397.26599999999996,44.8
14891,397.291,45.4
14892,397.316,46.4
14893,397.341,47.0
14894,397.366,47.6
14895,397.39099999999996,47.0
14896,397.416,42.2
14897,397.441,45.6
14898,397.466,45.6
14899,397.491,44.8
14900,397.51599999999996,45.0
14901,397.541,44.6
14902,397.566,45.8
14903,397.591,46.0
14904,397.616,46.2
14905,397.64099999999996,46.2
14906,397.666,45.8
14907,397.691,45.6
14908,397.716,45.2
14909,397.741,45.0
14910,397.76599999999996,45.0
14911,397.791,44.4
14912,397.816,44.2
14913,397.841,44.4
14914,397.866,44.4
14915,397.89099999999996,44.6
14916,397.916,44.8
14917,397.941,45.4
14918,397.966,45.6
14919,397.991,45.2
14920,398.01599999999996,45.4
14921,398.041,45.0
14922,398.066,44.8
14923,398.091,44.0
14924,398.116,44.4
14925,398.14099999999996,44.2
14926,398.166,43.4
14927,398.191,41.2
14928,398.204,38.8
14929,398.22900000000004,41.4
14930,398.254,43.0
14931,398.279,43.4
14932,398.30400000000003,43.0
14933,398.329,42.4
14934,398.35400000000004,40.6
14935,398.379,39.4
14936,398.404,39.8
14937,398.42900000000003,40.0
14938,398.454,40.2
14939,398.47900000000004,40.8
14940,398.504,40.0
14941,398.529,38.0
14942,398.55400000000003,38.0
14943,398.579,38.6
14944,398.60400000000004,39.6
14945,398.629,41.4
14946,398.654,42.0
14947,398.67900000000003,43.0
14948,398.704,42.4
14949,398.72900000000004,41.4
14950,398.754,41.6
14951,398.779,35.8
14952,401.9,11.8
14953,401.925,21.4
14954,401.95,25.4
14955,401.975,31.0
14956,402.0,34.4
14957,402.025,35.0
14958,402.05,36.0
14959,402.075,37.0
14960,402.1,38.6
14961,402.125,39.2
14962,402.15,38.2
14963,402.175,37.8
14964,402.2,38.0
14965,402.225,37.0
14966,402.25,39.0
14967,402.275,38.0
14968,402.3,38.0
14969,402.325,39.0
14970,402.35,39.6
14971,402.375,38.8
14972,402.4,37.8
14973,402.425,36.4
14974,402.45,35.6
14975,402.475,35.2
14976,402.5,35.0
14977,402.525,35.6
14978,402.55,41.2
14979,402.575,48.6
14980,402.6,52.0
14981,402.625,46.0
14982,402.65,39.8
14983,402.675,39.4
14984,402.7,39.4
14985,402.725,36.0
14986,402.75,36.2
14987,402.775,41.0
14988,402.8,45.0
14989,402.825,47.0
14990,402.85,48.6
14991,402.875,50.0
14992,402.9,52.0
14993,402.925,54.6
14994,402.95,55.8
14995,402.975,56.2
14996,403.0,56.6
14997,403.025,57.0
14998,403.05,57.8
14999,403.075,59.8
15000,403.1,59.0
15001,403.125,58.4
15002,403.15,59.4
15003,403.175,60.2
15004,403.2,56.8
15005,403.225,46.4
15006,403.25,40.6
15007,403.275,38.8
15008,403.3,38.4
15009,403.325,38.0
15010,403.35,37.4
15011,403.375,35.0
15012,403.4,28.6
15013,403.41900000000004,28.0
15014,403.445,33.4
15015,403.469,35.4
15016,403.494,34.6
15017,403.519,35.0
15018,403.54400000000004,35.4
15019,403.57,35.4
15020,403.594,35.0
15021,403.619,35.0
15022,403.644,35.0
15023,403.66900000000004,34.2
15024,403.695,34.4
15025,403.719,34.4
15026,403.744,34.4
15027,403.769,34.2
15028,403.79400000000004,35.2
15029,403.82,37.2
15030,403.844,37.8
15031,403.869,37.8
15032,403.894,38.6
15033,403.91900000000004,37.6
15034,403.945,37.4
15035,403.969,37.0
15036,403.994,37.4
15037,404.019,37.8
15038,404.04400000000004,37.4
15039,404.07,38.4
15040,404.094,38.4
15041,404.119,38.4
15042,404.144,38.8
15043,404.16900000000004,38.2
15044,404.195,38.2
15045,404.219,37.6
15046,404.244,38.0
15047,404.269,38.0
15048,404.29400000000004,37.8
15049,404.319,38.0
15050,404.344,38.4
15051,404.369,40.0
15052,404.394,42.6
15053,404.41900000000004,40.6
15054,404.444,40.0
15055,404.469,39.4
15056,404.494,39.6
15057,404.519,39.6
15058,404.54400000000004,39.8
15059,404.569,40.8
15060,404.594,40.6
15061,404.619,40.2
15062,404.644,40.0
15063,404.66900000000004,40.4
15064,404.694,40.6
15065,404.719,40.8
15066,404.744,40.4
15067,404.769,39.2
15068,404.79400000000004,38.4
15069,404.819,36.8
15070,404.844,32.8
15071,404.918,35.2
15072,404.94300000000004,38.6
15073,404.968,40.0
15074,404.99300000000005,40.0
15075,405.01800000000003,40.0
15076,405.043,40.8
15077,405.06800000000004,42.2
15078,405.093,43.4
15079,405.11800000000005,43.2
15080,405.14300000000003,43.4
15081,405.168,44.6
15082,405.19300000000004,45.4
15083,405.218,44.8
15084,405.24300000000005,44.0
15085,405.26800000000003,43.6
15086,405.293,43.0
15087,405.31800000000004,43.2
15088,405.343,43.0
15089,405.36800000000005,43.6
15090,405.39300000000003,43.0
15091,405.418,43.0
15092,405.44300000000004,42.8
15093,405.468,44.4
15094,405.49300000000005,44.4
15095,405.51800000000003,43.6
15096,405.543,42.6
15097,405.56800000000004,42.8
15098,405.593,42.8
15099,405.61800000000005,42.4
15100,405.64300000000003,42.6
15101,405.668,42.8
15102,405.69300000000004,42.0
15103,405.718,41.6
15104,405.74300000000005,41.8
15105,405.76800000000003,41.6
15106,405.793,41.0
15107,405.81800000000004,41.4
15108,405.843,41.4
15109,405.86800000000005,42.8
15110,405.89300000000003,42.8
15111,405.918,42.2
15112,405.94300000000004,42.0
15113,405.968,40.2
15114,405.99300000000005,32.8
15115,411.6,11.4
15116,411.625,26.2
15117,411.65,30.0
15118,411.675,31.4
15119,411.7,33.4
15120,411.725,34.6
15121,411.75,34.8
15122,411.775,35.8
15123,411.8,38.2
15124,411.825,40.2
15125,411.85,41.6
15126,411.875,43.2
15127,411.9,45.6
15128,411.925,47.0
15129,411.95,45.8
15130,411.975,44.6
15131,412.0,44.0
15132,412.025,43.8
15133,412.05,41.8
15134,412.075,41.2
15135,412.1,41.2
15136,412.125,40.6
15137,412.15,39.2
15138,412.175,38.2
15139,412.2,38.4
15140,412.225,39.0
15141,412.25,39.2
15142,412.275,39.0
15143,412.3,39.8
15144,412.325,43.0
15145,412.35,43.8
15146,412.375,42.4
15147,412.4,43.6
15148,412.425,51.0
15149,412.45,55.4
15150,412.475,52.2
15151,412.5,46.6
15152,412.525,40.2
15153,412.55,37.0
15154,412.575,36.4
15155,412.6,36.2
15156,412.625,36.2
15157,412.65,36.0
15158,412.675,36.6
15159,412.7,36.2
15160,412.725,37.0
15161,412.75,38.0
15162,412.775,38.6
15163,412.8,38.2
15164,412.825,38.0
15165,412.85,38.2
15166,412.875,38.4
15167,412.9,38.2
15168,412.925,38.6
15169,412.95,38.2
15170,412.975,38.0
15171,413.0,38.0
15172,413.025,38.0
15173,413.05,37.4
15174,413.075,37.2
15175,413.1,35.6
15176,413.119,36.6
15177,413.144,38.2
15178,413.16900000000004,38.0
15179,413.194,38.0
15180,413.219,37.6
15181,413.244,38.0
15182,413.269,38.0
15183,413.29400000000004,38.2
15184,413.319,39.2
15185,413.344,45.4
15186,413.369,53.0
15187,413.394,54.6
15188,413.41900000000004,48.0
15189,413.444,39.4
15190,413.469,33.2
15191,413.494,32.2
15192,413.519,31.6
15193,413.54400000000004,31.8
15194,413.569,31.8
15195,413.594,32.0
15196,413.619,31.8
15197,413.644,31.2
15198,413.66900000000004,31.0
15199,413.694,31.4
15200,413.719,31.8
15201,413.744,31.6
15202,413.769,30.4
15203,413.79400000000004,30.6
15204,413.819,30.8
15205,413.844,30.6
15206,413.869,30.2
15207,413.894,30.4
15208,413.91900000000004,31.0
15209,413.944,30.6
15210,413.969,30.8
15211,413.994,30.6
15212,414.019,31.0
15213,414.04400000000004,31.6
15214,414.06800000000004,30.8
15215,414.093,31.0
15216,414.11800000000005,31.0
15217,414.14300000000003,31.0
15218,414.168,30.8
15219,414.19300000000004,30.4
15220,414.218,31.0
15221,414.24300000000005,31.2
15222,414.26800000000003,32.0
15223,414.293,32.0
15224,414.31800000000004,32.0
15225,414.343,32.8
15226,414.36800000000005,36.6
15227,414.39300000000003,42.0
15228,414.418,39.4
15229,414.44300000000004,37.0
15230,414.468,40.8
15231,414.49300000000005,52.0
15232,414.51800000000003,56.0
15233,414.543,53.2
15234,414.56800000000004,47.0
15235,414.593,38.4
15236,414.61,33.6
15237,414.635,33.0
15238,414.66,31.0
15239,414.685,31.0
15240,414.71,30.8
15241,414.735,30.0
15242,414.76,30.0
15243,414.785,30.0
15244,414.81,30.0
15245,414.835,31.4
15246,414.86,32.6
15247,414.885,32.8
15248,414.91,33.0
15249,414.935,33.0
15250,414.96,33.4
15251,414.985,33.4
15252,415.01,33.2
15253,415.035,33.4
15254,415.06,34.0
15255,415.085,34.4
15256,415.11,34.0
15257,415.135,34.0
15258,415.16,33.8
15259,415.185,33.8
15260,415.21,34.0
15261,415.235,33.8
15262,415.26,34.6
15263,415.285,34.6
15264,415.31,34.2
15265,415.335,34.6
15266,415.36,35.0
15267,415.385,35.0
15268,415.41,35.0
15269,415.435,34.8
15270,415.46,35.0
15271,415.485,34.4
15272,415.51,34.2
15273,415.535,34.8
15274,415.56,35.0
15275,415.585,36.0
15276,415.61,36.2
15277,415.635,36.6
15278,415.66,36.6
15279,415.685,36.4
15280,415.71,37.8
15281,415.735,39.8
15282,415.76,41.6
15283,415.785,42.4
15284,415.81,42.8
15285,415.835,43.4
15286,415.86,42.6
15287,415.885,40.4
15288,415.91,35.4
15289,416.12,36.2
15290,416.145,38.4
15291,416.17,39.4
15292,416.195,39.2
15293,416.22,39.8
15294,416.245,39.8
15295,416.27,40.0
15296,416.295,40.2
15297,416.32,40.8
15298,416.345,41.0
15299,416.37,41.8
15300,416.395,42.0
15301,416.42,41.8
15302,416.445,41.8
15303,416.47,42.6
15304,416.495,42.6
15305,416.52,42.2
15306,416.545,40.6
15307,416.57,41.0
15308,416.595,45.6
15309,416.62,47.0
15310,416.645,45.8
15311,416.67,43.0
15312,416.695,39.8
15313,416.72,40.0
15314,416.745,43.2
15315,416.77,46.4
15316,416.795,47.0
15317,416.82,44.6
15318,416.845,41.4
15319,416.87,39.2
15320,416.895,39.4
15321,416.92,40.6
15322,416.945,44.6
15323,416.97,48.2
15324,416.995,48.4
15325,417.02,45.4
15326,417.045,43.0
15327,417.07,42.0
15328,417.095,42.6
15329,417.12,43.0
15330,417.145,44.0
15331,417.17,45.0
15332,417.195,45.4
15333,417.22,46.8
15334,417.245,47.0
15335,417.27,47.6
15336,417.295,47.8
15337,417.32,48.0
15338,417.345,48.8
15339,417.37,49.8
15340,417.395,48.0
15341,417.42,50.2
15342,417.445,52.0
15343,417.47,59.2
15344,417.495,65.2
15345,417.52,61.0
15346,417.545,58.8
15347,417.57,68.0
15348,417.595,64.0
15349,417.635,24.0
15350,417.66,30.8
15351,417.685,33.6
15352,417.71,34.8
15353,417.735,35.2
15354,417.76,37.0
15355,417.785,37.4
15356,417.81,39.6
15357,417.835,42.2
15358,417.86,38.8
15359,417.885,34.6
15360,417.91,36.4
15361,417.935,31.8
15362,417.96,14.6
15363,417.985,2.6
15364,421.3,18.6
15365,421.325,42.8
15366,421.349,47.4
15367,421.374,49.4
15368,421.399,55.2
15369,421.423,66.6
15370,421.44800000000004,68.2
15371,421.473,64.0
15372,421.49800000000005,60.0
15373,421.522,51.6
15374,421.54699999999997,46.2
15375,421.57199999999995,43.8
15376,421.596,41.4
15377,421.621,41.0
15378,421.64599999999996,41.0
15379,421.671,40.0
15380,421.695,39.4
15381,421.72,39.8
15382,421.745,39.8
15383,421.769,39.4
15384,421.79400000000004,40.2
15385,421.819,40.2
15386,421.843,40.6
15387,421.86800000000005,41.0
15388,421.89300000000003,41.0
15389,421.918,41.2
15390,421.94199999999995,40.4
15391,421.967,40.2
15392,421.99199999999996,41.2
15393,422.01599999999996,41.4
15394,422.041,41.4
15395,422.066,41.0
15396,422.09,41.0
15397,422.115,41.2
15398,422.14,41.0
15399,422.164,41.8
15400,422.189,42.0
15401,422.214,41.6
15402,422.23900000000003,41.4
15403,422.26300000000003,41.8
15404,422.288,41.4
15405,422.31300000000005,40.6
15406,422.337,40.4
15407,422.36199999999997,40.2
15408,422.38699999999994,39.8
15409,422.411,41.0
15410,422.436,45.0
15411,422.461,52.0
15412,422.486,53.4
15413,422.51,50.2
15414,422.535,47.6
15415,422.56,44.0
15416,422.584,39.8
15417,422.60900000000004,38.0
15418,422.634,37.8
15419,422.658,38.0
15420,422.68300000000005,37.4
15421,422.708,37.8
15422,422.733,38.2
15423,422.75699999999995,38.2
15424,422.782,35.8
15425,422.79400000000004,34.2
15426,422.81800000000004,36.8
15427,422.843,35.4
15428,422.86800000000005,37.4
15429,422.892,37.4
15430,422.917,37.8
15431,422.94199999999995,38.4
15432,422.966,38.4
15433,422.991,38.4
15434,423.01599999999996,38.0
15435,423.04,38.6
15436,423.065,38.4
15437,423.09,38.6
15438,423.11400000000003,40.2
15439,423.139,47.2
15440,423.164,62.4
15441,423.18800000000005,67.8
15442,423.213,74.2
15443,423.23800000000006,85.2
15444,423.26300000000003,86.8
15445,423.287,79.6
15446,423.31199999999995,63.0
15447,423.337,53.0
15448,423.361,53.4
15449,423.38599999999997,52.6
15450,423.411,49.2
15451,423.435,43.4
15452,423.46,38.2
15453,423.485,35.8
15454,423.509,35.2
15455,423.534,36.2
15456,423.559,36.0
15457,423.583,35.2
15458,423.608,34.8
15459,423.63300000000004,34.8
15460,423.657,33.8
15461,423.68199999999996,33.4
15462,423.707,33.6
15463,423.73199999999997,33.6
15464,423.756,33.8
15465,423.781,33.6
15466,423.805,33.2
15467,423.83,33.2
15468,423.855,33.4
15469,423.88,33.6
15470,423.904,33.4
15471,423.92900000000003,34.0
15472,423.954,33.8
15473,423.978,33.6
15474,424.00300000000004,33.4
15475,424.028,33.2
15476,424.05199999999996,33.6
15477,424.077,33.2
15478,424.102,33.4
15479,424.126,34.0
15480,424.151,38.4
15481,424.176,55.6
15482,424.2,77.4
15483,424.225,87.4
15484,424.25,85.0
15485,424.285,54.0
15486,424.31,49.2
15487,424.335,44.4
15488,424.35900000000004,39.6
15489,424.384,38.0
15490,424.409,38.0
15491,424.43300000000005,39.0
15492,424.458,38.6
15493,424.483,38.4
15494,424.50800000000004,38.8
15495,424.532,39.6
15496,424.55699999999996,39.2
15497,424.582,39.6
15498,424.606,40.0
15499,424.631,39.6
15500,424.656,39.8
15501,424.68,40.0
15502,424.705,39.6
15503,424.73,39.6
15504,424.755,39.6
15505,424.779,39.4
15506,424.80400000000003,39.4
15507,424.829,39.6
15508,424.853,39.6
15509,424.87800000000004,39.4
15510,424.903,40.0
15511,424.92699999999996,39.6
15512,424.952,39.8
15513,424.977,39.8
15514,425.00199999999995,40.0
15515,425.026,40.0
15516,425.051,40.2
15517,425.07599999999996,40.2
15518,425.1,40.8
15519,425.125,40.2
15520,425.15,40.2
15521,425.17400000000004,40.0
15522,425.199,40.0
15523,425.224,40.0
15524,425.24800000000005,40.0
15525,425.273,40.2
15526,425.298,41.0
15527,425.32300000000004,41.0
15528,425.347,41.4
15529,425.37199999999996,45.0
15530,425.397,55.0
15531,425.421,61.8
15532,425.44599999999997,63.0
15533,425.471,62.6
15534,425.495,62.8
15535,425.52,62.2
15536,425.545,56.2
15537,425.75300000000004,48.0
15538,425.778,48.8
15539,425.80300000000005,46.2
15540,425.827,44.0
15541,425.852,41.2
15542,425.87699999999995,41.2
15543,425.901,41.6
15544,425.926,41.6
15545,425.95099999999996,41.8
15546,425.975,41.6
15547,426.0,41.4
15548,426.025,42.0
15549,426.05,42.0
15550,426.074,42.4
15551,426.099,43.0
15552,426.124,43.4
15553,426.148,42.6
15554,426.173,43.0
15555,426.19800000000004,42.8
15556,426.222,43.0
15557,426.24699999999996,43.0
15558,426.272,42.6
15559,426.29699999999997,42.8
15560,426.32099999999997,42.8
15561,426.346,43.4
15562,426.371,43.2
15563,426.395,43.2
15564,426.42,43.2
15565,426.445,44.2
15566,426.469,44.4
15567,426.494,44.6
15568,426.519,44.4
15569,426.54400000000004,44.6
15570,426.56800000000004,44.0
15571,426.593,43.8
15572,426.61800000000005,44.0
15573,426.642,44.2
15574,426.667,44.4
15575,426.69199999999995,45.0
15576,426.716,45.0
15577,426.741,45.0
15578,426.76599999999996,45.4
15579,426.79,45.6
15580,426.815,45.0
15581,426.84,45.0
15582,426.86400000000003,45.2
15583,426.889,45.8
15584,426.914,45.8
15585,426.939,45.0
15586,426.963,44.4
15587,426.98800000000006,44.6
15588,427.01300000000003,44.6
15589,427.037,45.0
15590,427.06199999999995,44.2
15591,427.087,44.6
15592,427.111,44.2
15593,427.13599999999997,44.6
15594,427.161,44.6
15595,427.186,44.8
15596,427.21,43.4
15597,427.228,40.4
15598,427.25300000000004,42.0
15599,427.277,42.8
15600,427.30199999999996,43.6
15601,427.327,44.4
15602,427.351,42.0
15603,427.376,36.0
15604,427.401,30.6
15605,427.425,26.8
15606,427.45,24.0
15607,427.475,23.0
15608,427.499,21.8
15609,427.524,19.4
15610,427.54900000000004,18.4
15611,427.57300000000004,19.6
15612,427.598,19.0
15613,427.62300000000005,19.6
15614,427.648,19.4
15615,427.67199999999997,19.8
15616,427.69699999999995,19.6
15617,427.722,19.4
15618,427.746,19.8
15619,427.77099999999996,19.6
15620,427.796,19.2
15621,427.82,20.0
15622,427.845,19.6
15623,427.87,20.2
15624,427.894,20.0
15625,427.91900000000004,20.0
15626,427.944,20.2
15627,427.968,19.8
15628,427.99300000000005,20.0
15629,428.01800000000003,19.8
15630,428.042,20.0
15631,428.06699999999995,20.8
15632,428.092,19.4
15633,428.116,20.6
15634,428.14099999999996,20.2
15635,428.166,19.6
15636,428.19,20.0
15637,428.215,19.2
15638,428.24,20.0
15639,428.264,19.8
15640,428.289,19.2
15641,428.314,20.0
15642,428.338,19.8
15643,428.36300000000006,19.4
15644,428.38800000000003,19.8
15645,428.412,19.0
15646,428.43699999999995,19.0
15647,428.462,19.0
15648,428.48699999999997,19.2
15649,428.51099999999997,19.4
15650,428.536,18.8
15651,428.561,19.2
15652,428.585,18.4
15653,428.61,19.0
15654,428.635,19.2
15655,428.659,18.6
15656,428.684,18.2
15657,428.726,16.2
15658,428.751,18.0
15659,428.775,18.0
15660,428.8,18.8
15661,428.825,18.4
15662,428.849,18.8
15663,428.874,18.6
15664,428.899,18.8
15665,428.923,18.6
15666,428.94800000000004,18.4
15667,428.973,18.8
15668,428.99800000000005,18.4
15669,429.022,18.4
15670,429.04699999999997,18.4
15671,429.07199999999995,18.0
15672,429.096,18.8
15673,429.121,17.8
15674,429.14599999999996,18.2
15675,429.17,17.6
15676,429.195,17.8
15677,429.22,17.8
15678,429.245,18.0
15679,429.269,18.4
15680,429.29400000000004,18.0
15681,429.319,18.6
15682,429.343,18.0
15683,429.36800000000005,18.4
15684,429.39300000000003,18.0
15685,429.417,17.8
15686,429.44199999999995,18.2
15687,429.467,17.8
15688,429.491,18.0
15689,429.51599999999996,17.8
15690,429.541,17.8
15691,429.566,17.8
15692,429.59,17.6
15693,429.615,18.2
15694,429.64,17.8
15695,429.664,18.0
15696,429.689,18.0
15697,429.714,18.0
15698,429.73800000000006,18.0
15699,429.76300000000003,17.4
15700,429.788,18.2
15701,429.81300000000005,17.2
15702,429.837,17.0
15703,429.86199999999997,13.4
15704,429.88300000000004,13.4
15705,429.908,17.2
15706,429.93300000000005,17.6
15707,429.958,18.0
15708,429.98199999999997,18.0
15709,430.00699999999995,18.2
15710,430.032,18.6
15711,430.056,17.8
15712,430.08099999999996,18.2
15713,430.105,18.2
15714,430.13,17.6
15715,430.155,18.4
15716,430.18,17.6
15717,430.204,18.2
15718,430.22900000000004,18.0
15719,430.254,18.2
15720,430.278,18.0
15721,430.30300000000005,17.8
15722,430.32800000000003,18.6
15723,430.352,18.0
15724,430.37699999999995,18.6
15725,430.402,18.0
15726,430.426,17.6
15727,430.45099999999996,17.8
15728,430.476,17.6
15729,430.5,18.2
15730,430.525,17.2
15731,430.55,16.0
15732,430.575,9.4
15733,430.6,15.2
15734,430.624,18.4
15735,430.649,18.4
15736,430.67400000000004,19.0
15737,430.69800000000004,18.6
15738,430.723,18.4
15739,430.74800000000005,18.2
15740,430.773,17.8
15741,430.79699999999997,17.8
15742,430.82199999999995,16.4
15743,430.847,14.8
15744,430.871,16.0
15745,430.89599999999996,15.8
15746,430.921,15.0
15747,430.94599999999997,8.0
15748,430.97,1.0
15749,430.995,-0.6
15750,431.0,10.2
15751,431.025,19.0
15752,431.05,20.8
15753,431.075,21.0
15754,431.1,19.8
15755,431.125,15.6
15756,431.15,20.0
15757,431.175,21.2
15758,431.2,21.0
15759,431.225,22.2
15760,431.25,26.0
15761,431.275,38.4
15762,431.3,65.8
15763,431.325,76.2
15764,431.35,80.2
15765,431.375,75.8
15766,431.4,67.8
15767,431.425,53.0
15768,431.45,38.0
15769,431.475,30.2
15770,431.5,27.0
15771,431.525,22.8
15772,431.55,27.0
15773,431.575,27.0
15774,431.6,27.4
15775,431.625,28.2
15776,431.65,28.4
15777,431.675,28.4
15778,431.7,28.2
15779,431.725,28.0
15780,431.75,27.4
15781,431.775,27.6
15782,431.8,29.0
15783,431.825,31.2
15784,431.85,31.4
15785,431.875,31.2
15786,431.9,31.0
15787,431.925,31.0
15788,431.95,32.0
15789,431.975,32.0
15790,432.0,31.0
15791,432.025,31.0
15792,432.05,31.4
15793,432.075,31.0
15794,432.1,30.6
15795,432.125,30.0
15796,432.15,29.4
15797,432.175,28.0
15798,432.2,23.4
15799,432.225,29.2
15800,432.25,39.4
15801,432.275,58.2
15802,432.3,64.2
15803,432.325,62.0
15804,432.35,56.4
15805,432.375,50.8
15806,432.4,50.0
15807,432.425,63.2
15808,432.45,71.6
15809,432.475,65.4
15810,432.5,53.2
15811,432.524,54.2
15812,432.54900000000004,55.6
15813,432.574,52.0
15814,432.599,47.8
15815,432.624,43.0
15816,432.649,37.6
15817,432.67400000000004,35.8
15818,432.699,37.0
15819,432.724,37.8
15820,432.749,37.8
15821,432.774,37.8
15822,432.79900000000004,37.6
15823,432.824,37.0
15824,432.849,35.6
15825,432.874,35.2
15826,432.899,34.4
15827,432.92400000000004,34.6
15828,432.949,35.4
15829,432.974,37.0
15830,432.999,38.0
15831,433.024,38.0
15832,433.04900000000004,38.2
15833,433.074,38.4
15834,433.099,38.4
15835,433.124,39.0
15836,433.149,39.0
15837,433.17400000000004,39.6
15838,433.199,40.0
15839,433.224,39.8
15840,433.249,39.0
15841,433.274,39.2
15842,433.29900000000004,39.6
15843,433.324,41.8
15844,433.349,53.2
15845,433.374,68.4
15846,433.399,73.0
15847,433.42400000000004,72.4
15848,433.449,72.0
15849,433.474,70.4
15850,433.499,69.4
15851,433.524,68.0
15852,433.54900000000004,63.0
15853,433.574,58.2
15854,433.599,49.4
15855,433.624,48.8
15856,433.649,47.8
15857,433.67400000000004,46.6
15858,433.699,42.8
15859,433.724,37.2
15860,433.749,40.0
15861,433.774,39.6
15862,433.79900000000004,37.6
15863,434.00699999999995,35.0
15864,434.032,38.2
15865,434.05699999999996,39.0
15866,434.082,39.2
15867,434.10699999999997,39.8
15868,434.13199999999995,44.2
15869,434.157,61.4
15870,434.18199999999996,82.8
15871,434.207,86.0
15872,434.23199999999997,82.2
15873,434.25699999999995,75.2
15874,434.282,67.8
15875,434.30699999999996,63.2
15876,434.332,61.2
15877,434.35699999999997,65.8
15878,434.38199999999995,68.8
15879,434.407,69.0
15880,434.43199999999996,63.2
15881,434.457,50.4
15882,434.48199999999997,43.2
15883,434.50699999999995,43.2
15884,434.532,39.0
15885,434.55699999999996,43.6
15886,434.582,44.8
15887,434.60699999999997,44.0
15888,434.63199999999995,44.0
15889,434.657,44.2
15890,434.68199999999996,44.0
15891,434.707,43.8
15892,434.73199999999997,43.8
15893,434.75699999999995,44.0
15894,434.782,45.0
15895,434.80699999999996,46.4
15896,434.832,52.2
15897,434.85699999999997,65.8
15898,434.88199999999995,70.0
15899,434.907,70.2
15900,434.931,76.0
15901,434.95599999999996,77.8
15902,434.981,82.4
15903,435.006,79.4
15904,435.031,65.6
15905,435.056,53.8
15906,435.08099999999996,46.0
15907,435.106,44.2
15908,435.131,46.0
15909,435.156,49.2
15910,435.181,53.2
15911,435.20599999999996,57.0
15912,435.231,58.6
15913,435.256,57.8
15914,435.281,56.0
15915,435.306,53.2
15916,435.33099999999996,50.2
15917,435.356,49.4
15918,435.381,46.0
15919,435.406,38.0
15920,435.431,28.8
15921,435.45599999999996,16.0
15922,469.8,11.2
15923,469.825,26.6
15924,469.85,31.2
15925,469.875,29.0
15926,469.9,28.0
15927,469.925,27.6
15928,469.95,27.6
15929,469.975,27.8
15930,470.0,28.0
15931,470.025,27.8
15932,470.05,28.0
15933,470.075,28.8
15934,470.1,29.8
15935,470.125,30.6
15936,470.15,30.0
15937,470.175,29.6
15938,470.2,30.0
15939,470.225,31.4
15940,470.25,31.2
15941,470.275,31.6
15942,470.3,28.8
15943,470.325,29.0
15944,470.35,30.4
15945,470.375,32.4
15946,470.4,32.8
15947,470.425,33.0
15948,470.45,33.8
15949,470.475,34.6
15950,470.5,34.8
15951,470.525,34.8
15952,470.55,35.0
15953,470.575,35.6
15954,470.6,33.4
15955,470.625,24.8
15956,470.65,9.0
15957,479.5,14.8
15958,479.522,31.6
15959,479.54400000000004,41.8
15960,479.566,54.4
15961,479.588,50.4
15962,479.61,43.0
15963,479.63300000000004,43.0
15964,479.655,44.2
15965,479.67699999999996,50.4
15966,479.699,49.0
15967,479.721,44.0
15968,479.74300000000005,43.0
15969,479.765,43.0
15970,479.787,42.4
15971,479.809,42.8
15972,479.83099999999996,44.4
15973,479.853,41.8
15974,479.875,41.0
15975,479.897,40.4
15976,479.91900000000004,40.4
15977,479.94199999999995,44.8
15978,479.964,42.8
15979,479.986,43.2
15980,480.00800000000004,45.0
15981,480.03,45.2
15982,480.05199999999996,45.6
15983,480.074,45.6
15984,480.096,43.4
15985,480.11800000000005,42.4
15986,480.14,42.0
15987,480.162,40.8
15988,480.185,39.8
15989,480.207,39.0
15990,480.22900000000004,35.0
15991,480.255,29.8
15992,480.277,37.2
15993,480.29900000000004,40.6
15994,480.32199999999995,39.2
15995,480.344,41.0
15996,480.366,41.0
15997,480.38800000000003,41.6
15998,480.41,42.6
