"Exp","Site","Hole","Core","Type","Sect","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","NGR total counts (cps)","Error (cps)","Relative Error","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","C","2","H","4","10.0","9.300","9.223","45.795","0.904","0.020","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","20.0","9.400","9.322","42.099","0.390","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","30.0","9.500","9.420","43.699","0.397","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","40.0","9.600","9.518","42.447","0.398","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","50.0","9.700","9.617","46.167","0.413","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","60.0","9.800","9.715","42.218","0.397","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","70.0","9.900","9.813","42.804","0.399","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","80.0","10.000","9.912","41.829","0.395","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","90.0","10.100","10.010","42.242","0.397","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","100.0","10.200","10.108","43.883","0.403","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","110.0","10.300","10.207","44.663","0.406","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","120.0","10.400","10.305","43.462","0.394","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","130.0","10.500","10.403","44.662","0.399","0.009","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","140.0","10.600","10.502","45.588","0.900","0.020","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","4","150.0","10.700","10.600","42.901","2.531","0.059","2014-02-01 15:04:48","NGR System","SECT5299361","55277261","","",""
"349","U1431","C","2","H","5","0.0","10.700","10.600","45.666","2.688","0.059","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","10.0","10.800","10.698","43.294","0.861","0.020","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","20.0","10.900","10.797","44.456","0.400","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","30.0","11.000","10.895","46.346","0.408","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","40.0","11.100","10.994","47.411","0.418","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","50.0","11.200","11.092","47.284","0.418","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","60.0","11.300","11.190","47.731","0.420","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","70.0","11.400","11.289","46.434","0.414","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","80.0","11.500","11.387","44.489","0.406","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","90.0","11.600","11.486","45.229","0.409","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","100.0","11.700","11.584","47.420","0.418","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","110.0","11.800","11.682","46.113","0.412","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","120.0","11.900","11.781","43.272","0.394","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","130.0","12.000","11.879","41.716","0.387","0.009","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","140.0","12.100","11.978","43.532","0.865","0.020","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","5","150.0","12.200","12.076","41.673","2.461","0.059","2014-02-01 15:19:19","NGR System","SECT5299391","55284601","","",""
"349","U1431","C","2","H","6","0.0","12.200","12.076","47.366","2.785","0.059","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","10.0","12.300","12.174","44.484","0.881","0.020","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","20.0","12.400","12.273","43.932","0.398","0.009","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","30.0","12.500","12.371","43.089","0.394","0.009","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","40.0","12.600","12.469","43.841","0.404","0.009","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","50.0","12.700","12.567","43.107","0.401","0.009","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","60.0","12.800","12.666","43.031","0.400","0.009","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","70.0","12.900","12.764","40.494","0.390","0.010","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","80.0","13.000","12.862","39.256","0.384","0.010","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","90.0","13.100","12.961","34.772","0.364","0.010","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","100.0","13.200","13.059","36.160","0.370","0.010","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","110.0","13.300","13.157","40.473","0.389","0.010","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","120.0","13.400","13.255","39.549","0.378","0.010","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","130.0","13.500","13.354","36.463","0.798","0.022","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","6","140.0","13.600","13.452","31.019","1.760","0.057","2014-02-01 15:37:29","NGR System","SECT5299421","55288131","","",""
"349","U1431","C","2","H","7","0.0","13.600","13.452","32.578","1.945","0.060","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","C","2","H","7","10.0","13.700","13.550","33.756","0.698","0.021","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","C","2","H","7","20.0","13.800","13.649","35.542","0.361","0.010","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","C","2","H","7","30.0","13.900","13.747","37.596","0.370","0.010","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","C","2","H","7","40.0","14.000","13.846","38.954","0.383","0.010","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","C","2","H","7","50.0","14.100","13.944","41.654","0.558","0.013","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","C","2","H","7","60.0","14.200","14.042","38.747","0.786","0.020","2014-02-01 15:49:52","NGR System","SECT5299451","55293671","","",""
"349","U1431","D","1","H","1","0.0","0.000","0.000","27.325","1.648","0.060","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","10.0","0.100","0.099","29.675","0.628","0.021","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","20.0","0.200","0.199","34.706","0.357","0.010","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","30.0","0.300","0.298","40.256","0.382","0.009","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","40.0","0.400","0.398","37.574","0.377","0.010","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","50.0","0.500","0.497","44.801","0.408","0.009","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","60.0","0.600","0.596","38.848","0.383","0.010","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","70.0","0.700","0.696","40.201","0.388","0.010","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","80.0","0.800","0.795","28.586","0.335","0.012","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","90.0","0.900","0.895","24.722","0.315","0.013","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","100.0","1.000","0.994","23.600","0.308","0.013","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","110.0","1.100","1.093","25.903","0.320","0.012","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","120.0","1.200","1.193","28.226","0.324","0.011","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","130.0","1.300","1.292","27.559","0.320","0.012","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","140.0","1.400","1.392","26.212","0.569","0.022","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","1","150.0","1.500","1.491","22.365","1.369","0.061","2014-02-01 12:40:28","NGR System","SECT5300011","55254831","","",""
"349","U1431","D","1","H","2","0.0","1.500","1.491","28.189","1.697","0.060","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","10.0","1.600","1.590","24.959","0.548","0.022","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","20.0","1.700","1.690","23.563","0.300","0.013","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","30.0","1.800","1.789","23.872","0.302","0.013","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","40.0","1.900","1.888","25.611","0.320","0.012","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","50.0","2.000","1.988","26.001","0.322","0.012","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","60.0","2.100","2.087","23.304","0.308","0.013","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","70.0","2.200","2.186","23.554","0.309","0.013","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","80.0","2.300","2.285","27.172","0.328","0.012","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","90.0","2.400","2.385","31.972","0.668","0.021","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","2","100.0","2.500","2.484","30.693","1.839","0.060","2014-02-01 12:53:46","NGR System","SECT5300041","55254911","","",""
"349","U1431","D","1","H","3","0.0","2.500","2.484","23.197","1.416","0.061","2014-02-01 13:06:06","NGR System","SECT5300071","55256211","","",""
"349","U1431","D","1","H","3","10.0","2.600","2.583","25.944","0.565","0.022","2014-02-01 13:06:06","NGR System","SECT5300071","55256211","","",""
"349","U1431","D","1","H","3","20.0","2.700","2.683","26.603","0.317","0.012","2014-02-01 13:06:06","NGR System","SECT5300071","55256211","","",""
"349","U1431","D","1","H","3","30.0","2.800","2.782","27.142","0.320","0.012","2014-02-01 13:06:06","NGR System","SECT5300071","55256211","","",""
"349","U1431","D","1","H","3","40.0","2.900","2.882","26.264","0.402","0.015","2014-02-01 13:06:06","NGR System","SECT5300071","55256211","","",""
"349","U1431","D","1","H","3","50.0","3.000","2.981","28.113","0.469","0.017","2014-02-01 13:06:06","NGR System","SECT5300071","55256211","","",""
"349","U1431","D","2","H","1","0.0","3.200","3.200","34.322","2.044","0.060","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","10.0","3.300","3.300","30.158","0.636","0.021","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","20.0","3.400","3.400","32.029","0.344","0.011","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","30.0","3.500","3.500","36.576","0.366","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","40.0","3.600","3.600","36.818","0.374","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","50.0","3.700","3.700","38.814","0.383","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","60.0","3.800","3.800","38.554","0.381","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","70.0","3.900","3.900","39.918","0.387","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","80.0","4.000","4.000","38.062","0.379","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","90.0","4.100","4.100","32.932","0.356","0.011","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","100.0","4.200","4.200","34.223","0.361","0.011","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","110.0","4.300","4.300","37.273","0.375","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","120.0","4.400","4.400","39.512","0.377","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","130.0","4.500","4.500","38.326","0.372","0.010","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","140.0","4.600","4.600","35.601","0.729","0.020","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","1","150.0","4.700","4.700","29.080","1.747","0.060","2014-02-01 16:39:06","NGR System","SECT5300881","55302731","","",""
"349","U1431","D","2","H","2","0.0","4.700","4.700","35.841","2.130","0.059","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
"349","U1431","D","2","H","2","10.0","4.800","4.800","31.712","0.663","0.021","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
"349","U1431","D","2","H","2","20.0","4.900","4.900","31.269","0.340","0.011","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
"349","U1431","D","2","H","2","30.0","5.000","5.000","31.959","0.344","0.011","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
"349","U1431","D","2","H","2","40.0","5.100","5.100","33.368","0.358","0.011","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
"349","U1431","D","2","H","2","50.0","5.200","5.200","36.851","0.374","0.010","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
"349","U1431","D","2","H","2","60.0","5.300","5.300","39.454","0.385","0.010","2014-02-01 17:13:50","NGR System","SECT5300911","55339291","","",""
